entity_type	entity	needs_review	description_source	description_words	empty_description
DRUG	doxapram	1	standard	121	0
DRUG	doxazosin	1	standard	100	0
DRUG	doxepin	1	standard	20	0
DRUG	doxercalciferol	1	standard	92	0
DRUG	doxifluridine	0	PubChem	81	0
DRUG	doxofylline	0	PubChem	49	0
DRUG	doxorubicin	1	standard	61	0
DRUG	doxycycline	1	standard	71	0
DRUG	doxylamine	0	standard	34	0
DRUG	doxylamine / pyridoxine delayed release oral tablet	1	modified_drug	229	0
DRUG	dronabinol	0	standard	57	0
DRUG	dronedarone	1	standard	49	0
DRUG	droperidol	1	standard	112	0
DRUG	drospirenone	0	standard	23	0
DRUG	drospirenone / ethinyl estradiol / levomefolate pill	0	modified_drug	143	0
DRUG	drospirenone 3 mg / estetrol 14.2 mg oral tablet	1	modified_drug	51	0
DRUG	drostanolone	0	standard	24	0
DRUG	drostanolone propionate	0	standard	24	0
DRUG	drotaverine	0	standard	6	0
DRUG	drotrecogin alfa	1	standard	12	0
DRUG	droxidopa	1	standard	53	0
DRUG	duetact	0	corrected_overlay	17	0
DRUG	dulaglutide	0	standard	108	0
DRUG	duloxetine	0	standard	11	0
DRUG	duodote	0	corrected_overlay	13	0
DRUG	dupilumab	0	standard	165	0
DRUG	durvalumab	0	standard	72	0
DRUG	dutasteride	1	standard	99	0
DRUG	dutasteride + tamsulosin	1	modified_drug	36	0
DRUG	duvelisib	0	standard	6	0
DRUG	dyazide	0	corrected_overlay	17	0
DRUG	dyclonine	1	standard	38	0
DRUG	dydrogesterone	0	standard	16	0
DRUG	dyphylline	1	standard	77	0
DRUG	ebastine	0	standard	6	0
DRUG	ebola zaire vaccine (live, attenuated)	0	modified_drug	43	0
DRUG	ecabet	0	standard	4	0
DRUG	ecallantide	0	standard	110	0
DRUG	echothiophate	1	standard	65	0
DRUG	econazole	1	standard	38	0
DRUG	eculizumab	0	standard	38	0
DRUG	edaravone	1	standard	32	0
DRUG	edetate dipotassium anhydrous	0	standard	19	0
DRUG	edetate disodium anhydrous	1	standard	17	0
DRUG	edetic acid	0	standard	40	0
DRUG	edotreotide	0	standard	62	0
DRUG	edoxaban	1	standard	65	0
DRUG	edoxudine	0	standard	5	0
DRUG	edrophonium	1	standard	126	0
DRUG	efalizumab	0	standard	97	0
DRUG	efavirenz	1	standard	75	0
DRUG	efavirenz / emtricitabine / tenofovir disoproxil pill	1	modified_drug	70	0
DRUG	efavirenz, lamivudine, tenofovir disoproxil fumarate drug combination	0	corrected_overlay	14	0
DRUG	efbemalenograstim alfa	0	standard	82	0
DRUG	efgartigimod alfa	0	standard	90	0
DRUG	efgartigimod alfa / hyaluronidase injection	1	modified_drug	38	0
DRUG	efgartigimod alfa and hyaluronidase-qvfc	0	standard	90	0
DRUG	efinaconazole	1	standard	89	0
DRUG	eflapegrastim	0	standard	69	0
DRUG	eflornithine	1	standard	40	0
DRUG	eflornithine hydrochloride monohydrate	1	standard	24	0
DRUG	efmoroctocog alfa	1	standard	0	1
DRUG	efonidipine	1	standard	39	0
DRUG	eftrenonacog alfa	0	standard	135	0
DRUG	elacestrant	1	standard	106	0
DRUG	eladocagene exuparvovec	1	standard	184	0
DRUG	elafibranor	0	standard	90	0
DRUG	elagolix	0	standard	17	0
DRUG	elapegademase	0	standard	168	0
DRUG	elasomeran	0	standard	80	0
DRUG	elbasvir	1	standard	81	0
DRUG	elbasvir / grazoprevir oral product	1	modified_drug	88	0
DRUG	eldecalcitol	1	standard	41	0
DRUG	eletriptan	1	standard	56	0
DRUG	elexacaftor	1	standard	30	0
DRUG	eliglustat	1	standard	67	0
DRUG	elivaldogene autotemcel	0	standard	122	0
DRUG	ellagic acid	0	PubChem	164	0
DRUG	elobixibat	0	standard	0	1
DRUG	elosulfase alfa	1	standard	225	0
DRUG	elotuzumab	0	standard	66	0
DRUG	elranatamab	0	standard	95	0
DRUG	eltanolone	0	PubChem	28	0
DRUG	eltrombopag	1	standard	84	0
DRUG	eluxadoline	1	standard	84	0
DRUG	elvitegravir	1	standard	66	0
DRUG	emapalumab	0	standard	70	0
DRUG	emapalumab-lzsg	0	standard	70	0
DRUG	emedastine	1	standard	66	0
DRUG	emicizumab	0	standard	77	0
DRUG	emodepside	1	standard	60	0
DRUG	emodin	0	PubChem	88	0
DRUG	empagliflozin	1	standard	74	0
DRUG	empagliflozin / linagliptin / metformin pill	1	modified_drug	77	0
DRUG	empagliflozin / linagliptin oral product	1	modified_drug	57	0
DRUG	empagliflozin / metformin pill	1	modified_drug	52	0
DRUG	emtricitabine	1	standard	58	0
DRUG	emtricitabine / rilpivirine / tenofovir alafenamide oral product	1	modified_drug	84	0
DRUG	emtricitabine / rilpivirine / tenofovir disoproxil oral tablet	1	modified_drug	74	0
DRUG	emtricitabine, tenofovir disoproxil fumarate drug combination	0	corrected_overlay	13	0
DRUG	enalapril	1	standard	64	0
DRUG	enalapril / hydrochlorothiazide pill	1	modified_drug	63	0
DRUG	enalaprilat	1	standard	110	0
DRUG	enarodustat	1	standard	0	1
DRUG	enasidenib	1	standard	80	0
DRUG	enbucrilate	0	PubChem	9	0
DRUG	encainide	1	standard	89	0
DRUG	encorafenib	0	standard	84	0
DRUG	enflurane	1	standard	41	0
DRUG	enfortumab vedotin	0	standard	99	0
DRUG	enfuvirtide	1	standard	111	0
DRUG	engerix-b	0	standard	36	0
DRUG	enlon-plus	0	corrected_overlay	12	0
DRUG	enoxacin	1	standard	88	0
DRUG	enoxaparin	0	standard	30	0
DRUG	enoximone	0	standard	5	0
DRUG	enoxolone	0	PubChem	71	0
DRUG	enprofylline	1	standard	58	0
DRUG	enrofloxacin	1	standard	82	0
DRUG	ensartinib	0	standard	136	0
DRUG	ensifentrine	0	standard	116	0
DRUG	ensitrelvir	0	standard	0	1
DRUG	enstilar	0	corrected_overlay	25	0
DRUG	entacapone	1	standard	75	0
DRUG	entecavir	1	standard	111	0
DRUG	entinostat	0	PubChem	94	0
DRUG	entrectinib	1	standard	105	0
DRUG	enviomycin	0	standard	0	1
DRUG	enzalutamide	1	standard	61	0
DRUG	epcoritamab	0	standard	79	0
DRUG	eperisone	1	standard	35	0
DRUG	ephedrine	1	standard	74	0
DRUG	epicatechin	0	PubChem	27	0
DRUG	epicriptine	0	standard	6	0
DRUG	epigallocatechin	0	PubChem	34	0
DRUG	epigallocatechin gallate	0	PubChem	64	0
DRUG	epinastine	1	standard	47	0
DRUG	epinephrine	1	standard	70	0
DRUG	epirubicin	1	standard	72	0
DRUG	eplerenone	0	standard	45	0
DRUG	eplontersen	0	standard	136	0
DRUG	epoetin alfa	0	standard	60	0
DRUG	epoetin beta	0	standard	60	0
DRUG	epoetin theta	1	standard	25	0
DRUG	epoetin zeta	0	standard	86	0
DRUG	epoprostenol	0	standard	74	0
DRUG	eprosartan	1	standard	58	0
DRUG	eprosartan/hydrochlorothiazide	1	modified_drug	58	0
DRUG	eptifibatide	1	standard	112	0
DRUG	eptinezumab	1	standard	97	0
DRUG	equol	0	PubChem	6	0
DRUG	equus caballus skin	0	corrected_overlay	18	0
DRUG	eravacycline	0	standard	6	0
DRUG	erdafitinib	1	standard	38	0
DRUG	erdosteine	0	standard	5	0
DRUG	erenumab	0	standard	42	0
DRUG	ergocalciferol	1	standard	42	0
DRUG	ergoloid mesylate	1	standard	6	0
DRUG	ergometrine	1	standard	137	0
DRUG	ergosterol	0	PubChem	48	0
DRUG	ergotamine	1	standard	53	0
DRUG	eribulin	1	standard	81	0
DRUG	erlotinib	1	standard	58	0
DRUG	ertapenem	1	standard	85	0
DRUG	ertugliflozin	0	standard	4	0
DRUG	ertugliflozin / metformin oral tablet	1	modified_drug	39	0
DRUG	ertugliflozin / sitagliptin oral product	1	modified_drug	27	0
DRUG	erythrityl tetranitrate	1	standard	77	0
DRUG	erythromycin	1	standard	47	0
DRUG	erythromycin ethylsuccinate / sulfisoxazole oral suspension	1	modified_drug	49	0
DRUG	erythropoietin	1	standard	28	0
DRUG	esaxerenone	0	standard	27	0
DRUG	escitalopram	1	standard	47	0
DRUG	esflurbiprofen	0	standard	11	0
DRUG	esketamine	1	standard	31	0
DRUG	eslicarbazepine	0	standard	4	0
DRUG	eslicarbazepine acetate	1	standard	62	0
DRUG	esmirtazapine	1	ChEMBL	19	0
DRUG	esmolol	1	standard	54	0
DRUG	esomeprazole	1	standard	81	0
DRUG	estazolam	1	standard	64	0
DRUG	esterified estrogens	0	standard	70	0
DRUG	estetrol	1	standard	84	0
DRUG	estradiol	1	standard	40	0
DRUG	estradiol / norethindrone / relugolix pill	0	modified_drug	130	0
DRUG	estradiol / norethindrone pill	1	modified_drug	55	0
DRUG	estradiol / norethindrone transdermal product	1	modified_drug	57	0
DRUG	estradiol acetate	0	standard	6	0
DRUG	estradiol benzoate	1	standard	49	0
DRUG	estradiol cypionate	0	standard	6	0
DRUG	estradiol dienanthate	0	standard	51	0
DRUG	estradiol valerate	0	standard	6	0
DRUG	estradiol-drospirenone combination	0	corrected_overlay	10	0
DRUG	estramustine	1	standard	58	0
DRUG	estramustine phosphate	1	standard	41	0
DRUG	estratest	1	standard	48	0
DRUG	estriol	1	standard	57	0
DRUG	estrogens, conjugated (usp) / medroxyprogesterone oral tablet	1	modified_drug	50	0
DRUG	estrone	1	standard	69	0
DRUG	estrone sulfate	1	standard	57	0
DRUG	estropipate	0	standard	16	0
DRUG	eszopiclone	0	NCI Thesaurus	98	0
DRUG	etacrynic acid	1	standard	106	0
DRUG	etafedrine	0	standard	0	1
DRUG	etanercept	0	standard	67	0
DRUG	etanidazole	0	PubChem	70	0
DRUG	etelcalcetide	0	standard	4	0
DRUG	eteplirsen	1	standard	236	0
DRUG	ethambutol	1	standard	97	0
DRUG	ethanol	1	standard	92	0
DRUG	ethanolamine	1	standard	71	0
DRUG	ethanolamine oleate	0	standard	7	0
DRUG	ethchlorvynol	1	standard	63	0
DRUG	ethinamate	1	standard	40	0
DRUG	ethinyl estradiol / norethindrone pill	0	modified_drug	126	0
DRUG	ethinylestradiol	1	standard	65	0
DRUG	ethionamide	1	standard	58	0
DRUG	ethosuximide	1	standard	69	0
DRUG	ethotoin	1	standard	37	0
DRUG	ethoxzolamide	0	NCI Thesaurus	49	0
DRUG	ethyl	1	standard	16	0
DRUG	ethyl chloride	0	standard	73	0
DRUG	ethyl loflazepate	0	standard	7	0
DRUG	ethyl salicylate	0	standard	6	0
DRUG	ethylestrenol	0	PubChem	79	0
DRUG	ethynodiol diacetate	0	standard	35	0
DRUG	etidocaine	1	standard	58	0
DRUG	etidronic acid	1	standard	58	0
DRUG	etilefrine	0	standard	6	0
DRUG	etiracetam	0	PubChem	5	0
DRUG	etizolam	0	PubChem	6	0
DRUG	etodolac	1	standard	87	0
DRUG	etofenamate	0	standard	8	0
DRUG	etomidate	1	standard	47	0
DRUG	etonogestrel	0	standard	28	0
DRUG	etoposide	0	standard	34	0
DRUG	etoricoxib	1	standard	55	0
DRUG	etranacogene dezaparvovec	0	standard	83	0
DRUG	etrasimod	1	standard	89	0
DRUG	etravirine	1	standard	73	0
DRUG	etretinate	0	NCI Thesaurus	55	0
DRUG	eucalyptol	1	RxNorm	29	0
DRUG	eugenol	0	PubChem	121	0
DRUG	everolimus	1	standard	82	0
DRUG	evinacumab	1	standard	106	0
DRUG	evocalcet	0	standard	45	0
DRUG	evoclin (tn)	1	standard	14	0
DRUG	evofosfamide	0	PubChem	105	0
DRUG	evogliptin	0	standard	0	1
DRUG	evolocumab	0	standard	91	0
DRUG	exemestane	1	standard	79	0
DRUG	exenatide	1	standard	49	0
DRUG	exisulind	0	PubChem	71	0
DRUG	ezetimibe	1	standard	51	0
DRUG	ezetimibe / rosuvastatin oral product	1	modified_drug	62	0
DRUG	ezetimibe / simvastatin oral tablet	1	modified_drug	66	0
DRUG	ezogabine	1	standard	65	0
DRUG	factor ix complex (human)	0	corrected_overlay	31	0
DRUG	factor viii / von willebrand factor injection	1	modified_drug	45	0
DRUG	factor xiii (human)	0	corrected_overlay	24	0
DRUG	famciclovir	1	standard	80	0
DRUG	famotidine	0	standard	52	0
DRUG	famotidine / ibuprofen oral tablet	0	modified_drug	84	0
DRUG	famphur	0	standard	32	0
DRUG	fampridine	1	standard	56	0
DRUG	famtozinameran	1	standard	103	0
DRUG	faricimab	0	standard	107	0
DRUG	faricimab-svoa	0	standard	107	0
DRUG	farnesol	0	ChEBI	23	0
DRUG	faropenem	0	standard	13	0
DRUG	faropenem medoxil	0	standard	18	0
DRUG	fasiglifam	0	PubChem	6	0
DRUG	fasudil	1	standard	82	0
DRUG	favipiravir	1	standard	80	0
DRUG	febantel	0	standard	5	0
DRUG	febuxostat	1	standard	62	0
DRUG	fecal microbiota	0	corrected_overlay	14	0
DRUG	fecal microbiota spores, live-brpk 30000000 unt	0	corrected_overlay	64	0
DRUG	fedratinib	0	standard	4	0
DRUG	felbamate	1	standard	28	0
DRUG	felbinac	1	standard	68	0
DRUG	felis catus hair	1	standard	61	0
DRUG	felodipine	1	standard	77	0
DRUG	fenbufen	0	standard	20	0
DRUG	fendiline	0	standard	4	0
DRUG	fenfluramine	1	standard	139	0
DRUG	fenofibrate	1	standard	57	0
DRUG	fenofibrate acid	1	standard	5	0
DRUG	fenofibric acid	1	standard	50	0
DRUG	fenoldopam	0	standard	25	0
DRUG	fenoprofen	1	standard	104	0
DRUG	fenoterol	1	standard	76	0
DRUG	fenpropidin	1	standard	38	0
DRUG	fenproporex	0	standard	6	0
DRUG	fenretinide	0	NCI Thesaurus	56	0
DRUG	fentanyl	1	standard	57	0
DRUG	fentanyl citrate	1	standard	70	0
DRUG	fenthion	1	standard	62	0
DRUG	ferric carboxymaltose	0	standard	68	0
DRUG	ferric cation	0	standard	27	0
DRUG	ferric chloride	0	standard	18	0
DRUG	ferric derisomaltose	0	standard	49	0
DRUG	ferric maltol	0	standard	126	0
DRUG	ferric oxyhydroxide	0	standard	50	0
DRUG	ferric pyrophosphate citrate	0	standard	233	0
DRUG	ferric subsulfate	0	standard	31	0
DRUG	ferric sulfate	1	standard	46	0
DRUG	ferrous ascorbate	1	ChEMBL	20	0
DRUG	ferulic acid	0	PubChem	46	0
DRUG	ferumoxytol	0	standard	90	0
DRUG	fesoterodine	0	standard	4	0
DRUG	fexaramine	0	PubChem	6	0
DRUG	fexinidazole	0	standard	96	0
DRUG	fexofenadine	1	standard	36	0
DRUG	fexofenadine / pseudoephedrine pill	1	modified_drug	49	0
DRUG	fibrinogen human	1	standard	347	0
DRUG	fidaxomicin	1	standard	25	0
DRUG	filgotinib	0	standard	110	0
DRUG	filgrastim	0	standard	54	0
DRUG	fimasartan	0	standard	6	0
DRUG	finafloxacin	1	standard	83	0
DRUG	finasteride	1	standard	53	0
DRUG	finasteride / tadalafil oral product	1	modified_drug	56	0
DRUG	finerenone	1	standard	26	0
DRUG	fingolimod	1	standard	88	0
DRUG	fingolimod hydrochloride	1	standard	29	0
DRUG	fioricet	0	corrected_overlay	13	0
DRUG	firocoxib	1	standard	71	0
DRUG	fisetin	0	PubChem	56	0
DRUG	fish oil	0	NCI Thesaurus	47	0
DRUG	fitusiran	0	standard	71	0
DRUG	flavin adenine dinucleotide	1	standard	60	0
DRUG	flavin mononucleotide	1	standard	60	0
DRUG	flavoxate	0	PubChem	66	0
DRUG	flax seed	0	standard	30	0
DRUG	flecainide	1	standard	79	0
DRUG	flibanserin	1	standard	67	0
DRUG	floctafenine	0	standard	6	0
DRUG	florbetaben (18f)	1	standard	68	0
DRUG	florbetaben f18	1	standard	68	0
DRUG	florbetapir	1	standard	71	0
DRUG	florbetapir (18f)	1	standard	71	0
DRUG	florfenicol / mometasone / terbinafine otic solution	1	modified_drug	51	0
DRUG	flortaucipir f-18	1	standard	87	0
DRUG	flosequinan	0	standard	6	0
DRUG	flotufolastat f-18	1	standard	37	0
DRUG	floxuridine	1	standard	60	0
DRUG	fluciclovine (18f)	1	standard	74	0
DRUG	flucloxacillin	1	standard	33	0
DRUG	fluconazole	1	standard	96	0
DRUG	flucytosine	1	standard	64	0
DRUG	fludarabine	0	standard	5	0
DRUG	fludeoxyglucose	0	standard	14	0
DRUG	fludeoxyglucose (18f)	1	standard	7	0
DRUG	fludrocortisone	0	standard	45	0
DRUG	flufenamic acid	1	standard	77	0
DRUG	fluindione	0	standard	10	0
DRUG	flumazenil	1	standard	61	0
DRUG	flumetasone	0	standard	46	0
DRUG	flumethasone	0	standard	46	0
DRUG	flunarizine	0	standard	4	0
DRUG	flunisolide	0	standard	39	0
DRUG	flunitrazepam	1	standard	64	0
DRUG	fluocinolone	0	standard	5	0
DRUG	fluocinolone acetonide	1	standard	91	0
DRUG	fluocinonide	0	standard	6	0
DRUG	fluocortolone	0	standard	5	0
DRUG	fluorescein	0	standard	80	0
DRUG	fluoride ion	0	standard	18	0
DRUG	fluorodopa (18f)	1	standard	8	0
DRUG	fluorodopa f 18	0	standard	71	0
DRUG	fluoroestradiol f-18	1	standard	53	0
DRUG	fluorometholone	1	standard	94	0
DRUG	fluorometholone and sulfacetamide sodium	0	manual_final7_review	21	0
DRUG	fluorouracil	1	standard	99	0
DRUG	fluoxetine	1	standard	37	0
DRUG	fluoxymesterone	0	standard	31	0
DRUG	flupentixol	1	standard	28	0
DRUG	fluphenazine	1	standard	63	0
DRUG	fluprednisolone	0	standard	5	0
DRUG	flurandrenolide	0	standard	5	0
DRUG	flurazepam	1	standard	72	0
DRUG	flurbiprofen	1	standard	83	0
DRUG	fluspirilene	0	standard	4	0
DRUG	flutamide	0	standard	23	0
DRUG	flutemetamol	0	standard	38	0
DRUG	fluticasone	1	standard	57	0
DRUG	fluticasone / salmeterol inhalant product	1	modified_drug	53	0
DRUG	fluticasone / umeclidinium / vilanterol dry powder inhaler	1	modified_drug	78	0
DRUG	fluticasone / vilanterol dry powder inhaler	1	modified_drug	56	0
DRUG	fluticasone furoate	1	standard	83	0
DRUG	fluticasone propionate	1	standard	83	0
DRUG	fluticasone propionate/salmeterol	1	modified_drug	50	0
DRUG	flutiform	0	corrected_overlay	20	0
DRUG	fluvastatin	1	standard	69	0
DRUG	fluvoxamine	1	standard	71	0
DRUG	folic acid	1	standard	71	0
DRUG	follitropin	1	standard	13	0
DRUG	fomepizole	1	standard	45	0
DRUG	fomivirsen	1	standard	0	1
DRUG	fondaparinux	1	standard	86	0
DRUG	foreskin fibroblast (neonatal)	0	corrected_overlay	9	0
DRUG	foreskin keratinocyte (neonatal)	0	corrected_overlay	9	0
DRUG	formaldehyde	1	modified_drug	11	0
DRUG	formestane	1	standard	136	0
DRUG	formic acid	0	PubChem	78	0
DRUG	formononetin	0	PubChem	57	0
DRUG	formoterol	1	standard	39	0
DRUG	formoterol / glycopyrronium metered dose inhaler	1	modified_drug	42	0
DRUG	formoterol / mometasone metered dose inhaler	1	modified_drug	54	0
DRUG	formycin	0	PubChem	13	0
DRUG	fosamprenavir	1	standard	48	0
DRUG	fosaprepitant	1	standard	55	0
DRUG	fosbretabulin	0	NCI Thesaurus	64	0
DRUG	foscarbidopa dihydrate	1	standard	3	0
DRUG	foscarnet	1	standard	129	0
DRUG	fosdenopterin	0	standard	63	0
DRUG	fosfomycin	1	standard	53	0
DRUG	fosinopril	1	standard	36	0
DRUG	fosinopril / hydrochlorothiazide oral product	1	modified_drug	120	0
DRUG	fosinoprilat	1	standard	59	0
DRUG	fosnetupitant	0	standard	76	0
DRUG	fosnetupitant chloride hydrochloride	0	standard	83	0
DRUG	fosphenytoin	0	standard	4	0
DRUG	fospropofol	0	standard	4	0
DRUG	fosravuconazole	1	standard	0	1
DRUG	fostamatinib	0	standard	73	0
DRUG	fostemsavir	0	standard	142	0
DRUG	fotemustine	0	NCI Thesaurus	45	0
DRUG	framycetin	1	standard	41	0
DRUG	fremanezumab	1	standard	124	0
DRUG	frovatriptan	0	standard	6	0
DRUG	fructose	0	PubChem	24	0
DRUG	fruquintinib	1	standard	95	0
DRUG	fulvestrant	1	standard	88	0
DRUG	fumagillin	1	ChEMBL	12	0
DRUG	fumaric acid	1	standard	48	0
DRUG	furazolidone	1	standard	73	0
DRUG	furosemide	1	standard	61	0
DRUG	fursultiamine	0	standard	6	0
DRUG	fusafungine	0	standard	16	0
DRUG	fusidic acid	1	standard	74	0
DRUG	futibatinib	0	standard	73	0
DRUG	fx-1006a	1	alias_drug	21	0
DRUG	ga-68-dotatoc	0	alias_drug	148	0
DRUG	gabapentin	1	standard	52	0
DRUG	gabapentin enacarbil	1	standard	67	0
DRUG	gadofosveset trisodium	0	standard	96	0
DRUG	gadolinium(3+)	0	standard	12	0
DRUG	galantamine	1	standard	65	0
DRUG	galcanezumab	0	standard	53	0
DRUG	galeterone	0	PubChem	12	0
DRUG	gallamine triethiodide	0	standard	63	0
DRUG	gallium (ga) gozetotide	1	standard	25	0
DRUG	gallium cation	1	standard	21	0
DRUG	gallium ga-67	0	corrected_overlay	21	0
DRUG	gallium ga-68 gozetotide	1	standard	99	0
DRUG	gallium maltolate	0	NCI Thesaurus	205	0
DRUG	gallium nitrate	0	NCI Thesaurus	60	0
DRUG	gallopamil	0	PubChem	11	0
DRUG	galsulfase	1	standard	250	0
DRUG	gamma-hydroxybutyric acid	1	standard	69	0
DRUG	gamma-tocopherol	0	PubChem	55	0
DRUG	gamolenic acid	1	standard	56	0
DRUG	ganaxolone	0	standard	5	0
DRUG	ganciclovir	1	standard	56	0
DRUG	ganirelix	0	standard	4	0
DRUG	garadacimab	0	standard	100	0
DRUG	gardasil	0	standard	108	0
DRUG	garenoxacin	1	standard	74	0
DRUG	gatifloxacin	1	standard	90	0
DRUG	gaxilose	1	standard	5	0
DRUG	gefitinib	1	standard	89	0
DRUG	geldanamycin	0	PubChem	66	0
DRUG	gemcitabine	1	standard	86	0
DRUG	gemeprost	0	standard	5	0
DRUG	gemfibrozil	0	standard	21	0
DRUG	gemifloxacin	1	standard	62	0
DRUG	gemigliptin	0	standard	17	0
DRUG	gemtuzumab	0	standard	71	0
DRUG	gemtuzumab ozogamicin	0	standard	71	0
DRUG	gemtuzumab ozogamicin only product	1	standard	4	0
DRUG	genistein	0	NCI Thesaurus	48	0
DRUG	gentamicin	1	standard	86	0
DRUG	gentamicin c1a	0	PubChem	15	0
DRUG	gentaved	0	corrected_overlay	19	0
DRUG	gentian violet cation	1	standard	43	0
DRUG	gepirone	1	standard	62	0
DRUG	gepotidacin	0	standard	26	0
DRUG	geraniol	0	PubChem	48	0
DRUG	gestonorone caproate	0	standard	7	0
DRUG	gestrinone	0	standard	5	0
DRUG	gilteritinib	1	standard	114	0
DRUG	gimeracil	0	standard	6	0
DRUG	ginsenoside b2	0	PubChem	112	0
DRUG	ginsenoside rb1	0	PubChem	74	0
DRUG	ginsenoside rg1	0	PubChem	97	0
DRUG	givosiran	0	standard	189	0
DRUG	glasdegib	1	standard	115	0
DRUG	glatiramer	1	standard	205	0
DRUG	glecaprevir	0	standard	336	0
DRUG	glecaprevir / pibrentasvir oral product	1	modified_drug	336	0
DRUG	glibenclamide	1	standard	51	0
DRUG	glibornuride	0	standard	4	0
DRUG	gliclazide	0	standard	19	0
DRUG	glimepiride	0	standard	21	0
DRUG	glipizide	1	standard	67	0
DRUG	glipizide / metformin oral tablet	1	modified_drug	53	0
DRUG	gliquidone	0	standard	6	0
DRUG	glisoxepide	0	standard	4	0
DRUG	glofitamab	0	standard	78	0
DRUG	glucagon	1	standard	43	0
DRUG	glucarpidase	0	standard	65	0
DRUG	gluconic acid	1	standard	35	0
DRUG	gluconolactone	1	standard	35	0
DRUG	glucosamine	0	standard	45	0
DRUG	glucosamine 6-phosphate	0	PubChem	43	0
DRUG	glucose-6-phosphate	0	PubChem	18	0
DRUG	glulisine a	1	standard	11	0
DRUG	glutamine	1	standard	89	0
DRUG	glutaral	0	PubChem	27	0
DRUG	glutaric acid	0	PubChem	47	0
DRUG	glutathione	0	NCI Thesaurus	120	0
DRUG	glutathione disulfide	1	standard	32	0
DRUG	glutethimide	0	standard	6	0
DRUG	glyburide	1	standard	51	0
DRUG	glyburide / metformin pill	0	modified_drug	115	0
DRUG	glycerin	0	PubChem	57	0
DRUG	glycerol phenylbutyrate	0	standard	5	0
DRUG	glyceryl trinitrate	1	standard	64	0
DRUG	glycine	1	standard	86	0
DRUG	glycochenodeoxycholic acid	0	PubChem	39	0
DRUG	glycol salicylate	0	standard	52	0
DRUG	glycolic acid	1	standard	55	0
DRUG	glycopyrrolate	1	standard	28	0
DRUG	glycopyrronium	0	standard	9	0
DRUG	glycopyrronium / neostigmine prefilled syringe	1	modified_drug	50	0
DRUG	glycopyrronium, threo-	1	standard	8	0
DRUG	glymidine	1	standard	60	0
DRUG	glyphosate	0	PubChem	21	0
DRUG	gold	0	PubChem	5	0
DRUG	golimumab	0	standard	36	0
DRUG	golodirsen	1	standard	245	0
DRUG	golytely	0	corrected_overlay	28	0
DRUG	gonadorelin	0	PubChem	40	0
DRUG	goserelin	0	standard	6	0
DRUG	gramicidin d	0	standard	35	0
DRUG	granisetron	1	standard	84	0
DRUG	grapiprant	0	standard	127	0
DRUG	grazoprevir	1	standard	73	0
DRUG	grepafloxacin	0	standard	13	0
DRUG	griseofulvin	1	standard	67	0
DRUG	guaiacol	1	standard	42	0
DRUG	guaifenesin	0	standard	6	0
DRUG	guaifenesin / hydrocodone oral product	1	modified_drug	34	0
DRUG	guanabenz	0	standard	4	0
DRUG	guanadrel	1	standard	88	0
DRUG	guanethidine	1	standard	67	0
DRUG	guanfacine	0	standard	6	0
DRUG	guanidine	1	standard	30	0
DRUG	guanosine	0	PubChem	41	0
DRUG	guanosine-5'-triphosphate	0	PubChem	35	0
DRUG	guanoxan	0	standard	4	0
DRUG	guselkumab	0	standard	115	0
DRUG	haemophilus influenzae type b strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen	1	modified_drug	236	0
DRUG	halazepam	0	standard	6	0
DRUG	halcinonide	0	standard	15	0
DRUG	halobetasol / tazarotene topical product	1	modified_drug	29	0
DRUG	halofantrine	0	standard	6	0
DRUG	halofuginone	0	standard	48	0
DRUG	haloperidol	1	standard	62	0
DRUG	haloprogin	0	standard	5	0
DRUG	halothane	1	standard	45	0
DRUG	haloxon	1	standard	0	1
DRUG	havrix	0	standard	31	0
DRUG	helium	0	standard	23	0
DRUG	hematin	0	standard	22	0
DRUG	hemin	0	standard	23	0
DRUG	hemoglobin	1	standard	38	0
DRUG	heparin	0	standard	30	0
DRUG	heparin / taurolidine injection	1	modified_drug	48	0
DRUG	heparin, bovine	1	ChEMBL	19	0
DRUG	hepatitis a vaccine	0	standard	31	0
DRUG	hepatitis b immune globulin	0	corrected_overlay	31	0
DRUG	hepatitis b vaccine (recombinant)	0	corrected_overlay	11	0
DRUG	heplisav-b	0	corrected_overlay	8	0
DRUG	hesperetin	0	PubChem	61	0
DRUG	hesperidin	1	RxNorm	22	0
DRUG	hetacillin	0	standard	20	0
DRUG	hetastarch	1	standard	44	0
DRUG	hexachlorophene	1	standard	105	0
DRUG	hexafluronium	0	standard	6	0
DRUG	hexamidine	1	standard	42	0
DRUG	hexaminolevulinate	1	standard	20	0
DRUG	hexetidine	0	standard	11	0
DRUG	hexobarbital	0	PubChem	34	0
DRUG	hexobendine	0	standard	5	0
DRUG	hexocyclium	0	standard	4	0
DRUG	hexylcaine	0	standard	5	0
DRUG	hexylresorcinol	0	standard	6	0
DRUG	hiberix	0	corrected_overlay	21	0
DRUG	histamine	1	standard	52	0
DRUG	histamine dihydrochloride	0	standard	71	0
DRUG	histidinol	0	ChEBI	22	0
DRUG	histrelin	1	standard	76	0
DRUG	homatropine	0	standard	5	0
DRUG	homatropine methylbromide	0	standard	25	0
DRUG	house dust	0	corrected_overlay	8	0
DRUG	humalog mix	1	standard	20	0
DRUG	human botulinum neurotoxin a/b immune globulin	0	modified_drug	65	0
