head_name	relation	tail_name
Beta-1,3-galactosyltransferase 5	MODIFIED_IN	exocrine pancreatic carcinoma
Beta-1,3-galactosyltransferase 5	MODIFIED_IN	malignant colon neoplasm
Beta-1,4 N-acetylgalactosaminyltransferase 2	MODIFIED_IN	carcinoma
Beta-1,4 N-acetylgalactosaminyltransferase 2	MODIFIED_IN	gastric neoplasm
Bcl2-associated agonist of cell death	MODIFIED_IN	breast carcinoma
Bcl2-associated agonist of cell death	MODIFIED_IN	cancer
Bcl2-associated agonist of cell death	MODIFIED_IN	ovarian carcinoma
Bcl2-associated agonist of cell death	MODIFIED_IN	prostate carcinoma
Bcl2-associated agonist of cell death	MODIFIED_IN	non-small cell lung carcinoma
Bcl2-associated agonist of cell death	MODIFIED_IN	breast cancer
Bcl2-associated agonist of cell death	MODIFIED_IN	prostate cancer
Bcl2-associated agonist of cell death	MODIFIED_IN	ovarian neoplasm
BMP and activin membrane-bound inhibitor homolog	MODIFIED_IN	urinary bladder neoplasm
E3 ubiquitin-protein ligase AMFR	MODIFIED_IN	cholestasis
E3 ubiquitin-protein ligase AMFR	MODIFIED_IN	fibrosarcoma
Ankyrin repeat domain-containing protein 18A	MODIFIED_IN	lung carcinoma
Carboxypeptidase Q	MODIFIED_IN	lung carcinoma
Carboxypeptidase Q	MODIFIED_IN	lung cancer
Chromobox protein homolog 5	MODIFIED_IN	breast carcinoma
Chromobox protein homolog 5	MODIFIED_IN	breast cancer
Protein chibby homolog 1	MODIFIED_IN	laryngeal squamous cell carcinoma
Cell cycle and apoptosis regulator protein 2	MODIFIED_IN	lung cancer
Calcium/calmodulin-dependent protein kinase II inhibitor 1	MODIFIED_IN	ovarian carcinoma
CKLF-like MARVEL transmembrane domain-containing protein 5	MODIFIED_IN	squamous cell carcinoma
Chemokine-like factor	MODIFIED_IN	cervical carcinoma
Breast cancer anti-estrogen resistance protein 1	MODIFIED_IN	glioma
B-cell lymphoma/leukemia 10	MODIFIED_IN	breast neoplasm
B-cell CLL/lymphoma 7 protein family member A	MODIFIED_IN	primary cutaneous T-cell lymphoma
BEN domain-containing protein 4	MODIFIED_IN	colorectal carcinoma
BEN domain-containing protein 5	MODIFIED_IN	colorectal carcinoma
Bestrophin-1	MODIFIED_IN	ovarian carcinoma
Bcl-2-interacting killer	MODIFIED_IN	synovial sarcoma
Myc box-dependent-interacting protein 1	MODIFIED_IN	esophageal squamous cell carcinoma
Angiopoietin-related protein 2	MODIFIED_IN	coronary artery disorder
Angiopoietin-related protein 2	MODIFIED_IN	ovarian carcinoma
Angiopoietin-related protein 2	MODIFIED_IN	ovarian cancer
Angiopoietin-related protein 2	MODIFIED_IN	ovarian neoplasm
Ankyrin-2	MODIFIED_IN	oligospermia
Ankyrin repeat and protein kinase domain-containing protein 1	MODIFIED_IN	schizophrenia
Ankyrin repeat domain-containing protein 1	MODIFIED_IN	colorectal carcinoma
Protein arginine N-methyltransferase 8	MODIFIED_IN	Ewing sarcoma
Ankyrin repeat domain-containing protein 26	MODIFIED_IN	obesity disorder
Annexin A4	MODIFIED_IN	gastric cancer
Annexin A4	MODIFIED_IN	gastric carcinoma
C-C motif chemokine 18	MODIFIED_IN	melanoma
C-C motif chemokine 19	MODIFIED_IN	metastatic malignant neoplasm
C-C motif chemokine 28	MODIFIED_IN	lung carcinoma
C-C motif chemokine 4	MODIFIED_IN	acute liver failure
Cyclin-A1	MODIFIED_IN	oligospermia
Cyclin-A1	MODIFIED_IN	cervical intraepithelial neoplasia
Cyclin-A1	MODIFIED_IN	precancerous condition
Cyclin-A1	MODIFIED_IN	colorectal carcinoma
Cyclin-A1	MODIFIED_IN	squamous cell intraepithelial neoplasia
G1/S-specific cyclin-D2	MODIFIED_IN	lung cancer
G1/S-specific cyclin-D2	MODIFIED_IN	lung neoplasm
Cyclin-L2	MODIFIED_IN	hepatocellular carcinoma
C-type lectin domain family 14 member A	MODIFIED_IN	lung adenocarcinoma
Claudin-11	MODIFIED_IN	laryngeal squamous cell carcinoma
Claudin-11	MODIFIED_IN	nasopharyngeal carcinoma
Claudin-3	MODIFIED_IN	gastric adenocarcinoma
Chloride intracellular channel protein 3	MODIFIED_IN	neoplasm
Circadian locomoter output cycles protein kaput	MODIFIED_IN	bipolar disorder
Lipid scramblase CLPTM1L	MODIFIED_IN	pancreatic neoplasm
Renal cancer differentiation gene 1 protein	MODIFIED_IN	clear cell renal carcinoma
Renal cancer differentiation gene 1 protein	MODIFIED_IN	renal cell carcinoma
CD109 antigen	MODIFIED_IN	adult glioblastoma
Transcription factor AP-2-beta	MODIFIED_IN	retinoblastoma
Apoptotic protease-activating factor 1	MODIFIED_IN	transitional cell carcinoma
Apoptotic protease-activating factor 1	MODIFIED_IN	acute leukemia
Amyloid-beta A4 precursor protein-binding family A member 1	MODIFIED_IN	adenocarcinoma
Amyloid-beta A4 precursor protein-binding family A member 1	MODIFIED_IN	gastrointestinal stromal tumor
Amyloid-beta A4 precursor protein-binding family A member 1	MODIFIED_IN	colorectal carcinoma
Amyloid-beta A4 precursor protein-binding family A member 2	MODIFIED_IN	hepatitis
Amyloid-beta A4 precursor protein-binding family A member 2	MODIFIED_IN	adenocarcinoma
Amyloid-beta A4 precursor protein-binding family A member 2	MODIFIED_IN	cancer
Amyloid-beta A4 precursor protein-binding family A member 2	MODIFIED_IN	hepatitis A virus infection
Amyloid-beta A4 precursor protein-binding family A member 2	MODIFIED_IN	gastrointestinal stromal tumor
Amyloid-beta A4 precursor protein-binding family A member 2	MODIFIED_IN	colorectal carcinoma
Anaphase-promoting complex subunit 1	MODIFIED_IN	gastric cancer
Anaphase-promoting complex subunit 1	MODIFIED_IN	gastric carcinoma
B-cell linker protein	MODIFIED_IN	Epstein-Barr virus infection
