head_name	relation	tail_name
Oxothiazolidinecarboxylic acid	METABOLIZED_BY	5-oxoprolinase (ATP-hydrolyzing)
Agmatine	METABOLIZED_BY	NAD(+) ADP-ribosyltransferase
Agmatine	METABOLIZED_BY	agmatinase
Oxogluric acid	METABOLIZED_BY	pyrimidine-deoxynucleoside 2'-dioxygenase
Oxogluric acid	METABOLIZED_BY	procollagen-proline 3-dioxygenase
Oxogluric acid	METABOLIZED_BY	hypoxia-inducible factor-proline dioxygenase
Rilpivirine	METABOLIZED_BY	glucuronosyltransferase
Fingolimod	METABOLIZED_BY	unspecific monooxygenase
Guaiacol	METABOLIZED_BY	iodide peroxidase
Nandrolone	METABOLIZED_BY	aromatase
Choline salicylate	METABOLIZED_BY	choline dehydrogenase
Choline salicylate	METABOLIZED_BY	choline O-acetyltransferase
Choline salicylate	METABOLIZED_BY	ethanolaminephosphotransferase
Linoleic acid	METABOLIZED_BY	linoleate isomerase
Linoleic acid	METABOLIZED_BY	nitrile hydratase
Ceftiofur	METABOLIZED_BY	beta-lactamase
Synthetic camphor	METABOLIZED_BY	camphor 5-monooxygenase
Amifampridine	METABOLIZED_BY	arylamine N-acetyltransferase
Pyridoxamine	METABOLIZED_BY	pyridoxal 5'-phosphate synthase
Triciribine	METABOLIZED_BY	adenosine kinase
Carnosine	METABOLIZED_BY	carnosine N-methyltransferase
Angiotensin 1-7	METABOLIZED_BY	angiotensin-converting enzyme 2
L-Lactic acid	METABOLIZED_BY	L-lactate dehydrogenase
Paraoxon	METABOLIZED_BY	arylesterase
Triacetin	METABOLIZED_BY	sterol esterase
Phosphate ion	METABOLIZED_BY	GDP-D-glucose phosphorylase
Plazomicin	METABOLIZED_BY	gentamicin 2'-N-acetyltransferase
Plazomicin	METABOLIZED_BY	kanamycin kinase
Isoquercetin	METABOLIZED_BY	beta-glucosidase
Hydroxyprogesterone	METABOLIZED_BY	steroid 21-monooxygenase
Loteprednol etabonate	METABOLIZED_BY	arylesterase
Dynorphin	METABOLIZED_BY	leucyl aminopeptidase
Nicotinamide riboside	METABOLIZED_BY	ribosyldihydronicotinamide dehydrogenase (quinone)
Niraparib	METABOLIZED_BY	beta-glucuronidase
Dinitrochlorobenzene	METABOLIZED_BY	prostaglandin-D synthase
Dinitrochlorobenzene	METABOLIZED_BY	prostaglandin-E synthase
Brexanolone	METABOLIZED_BY	aldose reductase
Salicin	METABOLIZED_BY	6-phospho-beta-glucosidase
Oxaloacetic acid	METABOLIZED_BY	acylpyruvate hydrolase
Oxaloacetic acid	METABOLIZED_BY	phosphoenolpyruvate carboxykinase (GTP)
Fenofibric acid	METABOLIZED_BY	carbonyl reductase (NADPH)
Fenofibric acid	METABOLIZED_BY	3alpha-hydroxysteroid 3-dehydrogenase
Candesartan	METABOLIZED_BY	unspecific monooxygenase
Candesartan	METABOLIZED_BY	prostaglandin-endoperoxide synthase
