row_index	source_line	entity_type	entity	norm_entity	standard_name	description_source	description_words
2090	1570	DRUG	indoramin	indoramin	Indoramin	standard	6
2091	1571	DRUG	inebilizumab	inebilizumab	Inebilizumab	standard	80
2092	9544	DRUG	inebilizumab-cdon	inebilizumab-cdon	inebilizumab	standard	80
2093	1572	DRUG	infigratinib	infigratinib	Infigratinib	standard	87
2094	1573	DRUG	infliximab	infliximab	Infliximab	standard	34
2095	6660	DRUG	influenza a virus (h1n1) antigen / influenza a virus (h3n2) antigen / influenza b virus antigen nasal product	influenza a virus (h1n1) antigen / influenza a virus (h3n2) antigen / influenza b virus antigen nasal product	Influenza A Virus Antigen; Influenza B Virus Antigen	MeSH	94
2096	6661	DRUG	influenza a virus a/brisbane/59/2007(h1n1) antigen (propiolactone inactivated)	influenza a virus a/brisbane/59/2007(h1n1) antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	58
2097	6662	DRUG	influenza a virus a/brisbane/59/2007(h1n1) hemagglutinin antigen (propiolactone inactivated)	influenza a virus a/brisbane/59/2007(h1n1) hemagglutinin antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	59
2098	6663	DRUG	influenza a virus a/california/122/2022 san-022 (h3n2) antigen (formaldehyde inactivated)	influenza a virus a/california/122/2022 san-022 (h3n2) antigen (formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	60
2099	6664	DRUG	influenza a virus a/california/7/2009 (h1n1) live (attenuated) antigen	influenza a virus a/california/7/2009 (h1n1) live (attenuated) antigen	Influenza A Virus Antigen	MeSH	58
2100	6665	DRUG	influenza a virus a/california/7/2009 x-181 (h1n1) antigen (propiolactone inactivated)	influenza a virus a/california/7/2009 x-181 (h1n1) antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	60
2101	6666	DRUG	influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (propiolactone inactivated)	influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	61
2102	6667	DRUG	influenza a virus a/cambodia/e0826360/2020 ivr-224 (h3n2) antigen (formaldehyde inactivated)	influenza a virus a/cambodia/e0826360/2020 ivr-224 (h3n2) antigen (formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	60
2103	6668	DRUG	influenza a virus a/cambodia/e0826360/2020 ivr-224 (h3n2) antigen (propiolactone inactivated)	influenza a virus a/cambodia/e0826360/2020 ivr-224 (h3n2) antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	60
2104	6669	DRUG	influenza a virus a/christchurch/16/2010 nib-74 (h1n1) antigen (propiolactone inactivated)	influenza a virus a/christchurch/16/2010 nib-74 (h1n1) antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	60
2105	6670	DRUG	influenza a virus a/darwin/11/2021 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	influenza a virus a/darwin/11/2021 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	Influenza A Virus Antigen	MeSH	65
2106	6671	DRUG	influenza a virus a/darwin/6/2021 (h3n2) recombinant hemagglutinin antigen	influenza a virus a/darwin/6/2021 (h3n2) recombinant hemagglutinin antigen	Influenza A Virus Antigen	DailyMed	255
2107	6672	DRUG	influenza a virus a/darwin/6/2021 ivr-227 (h3n2) antigen (formaldehyde inactivated)	influenza a virus a/darwin/6/2021 ivr-227 (h3n2) antigen (formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	60
2108	6673	DRUG	influenza a virus a/darwin/6/2021 ivr-227 (h3n2) antigen (propiolactone inactivated)	influenza a virus a/darwin/6/2021 ivr-227 (h3n2) antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	60
2109	6674	DRUG	influenza a virus a/darwin/9/2021 san-010 (h3n2) antigen (formaldehyde inactivated)	influenza a virus a/darwin/9/2021 san-010 (h3n2) antigen (formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	60
2110	6675	DRUG	influenza a virus a/delaware/55/2019 cvr-45 (h1n1) antigen (mdck cell derived, propiolactone inactivated)	influenza a virus a/delaware/55/2019 cvr-45 (h1n1) antigen (mdck cell derived, propiolactone inactivated)	Influenza A Virus Antigen	MeSH	66
2111	6676	DRUG	influenza a virus a/hong kong/2671/2019 (h3n2) antigen 0.03 mg/ml / influenza a virus a/victoria/2454/2019 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/victoria/705/2018 antigen 0.03 mg/ml [fluad quadrivalent 2020-2021]	influenza a virus a/hong kong/2671/2019 (h3n2) antigen 0.03 mg/ml / influenza a virus a/victoria/2454/2019 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/victoria/705/2018 antigen 0.03 mg/ml [fluad quadrivalent 2020-2021]	FLUAD Quadrivalent 2020-2021 influenza A and B virus antigens	FDA; manual_final7_review	54
2112	6677	DRUG	influenza a virus a/indonesia/05/2005 (h5n1) antigen	influenza a virus a/indonesia/05/2005 (h5n1) antigen	Influenza A Virus Antigen	MeSH	54
2113	6678	DRUG	influenza a virus a/norway/16606/2021 (h3n2) live (attenuated) antigen	influenza a virus a/norway/16606/2021 (h3n2) live (attenuated) antigen	Influenza A Virus Antigen	MeSH	58
2114	6679	DRUG	influenza a virus a/perth/16/2009 (h3n2) live (attenuated) antigen	influenza a virus a/perth/16/2009 (h3n2) live (attenuated) antigen	Influenza A Virus Antigen	MeSH	58
2115	6680	DRUG	influenza a virus a/tasmania/503/2020 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	influenza a virus a/tasmania/503/2020 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	Influenza A Virus Antigen	MeSH	65
2116	6681	DRUG	influenza a virus a/tasmania/503/2020 (h3n2) live (attenuated) antigen	influenza a virus a/tasmania/503/2020 (h3n2) live (attenuated) antigen	Influenza A Virus Antigen	MeSH	58
2117	6682	DRUG	influenza a virus a/tasmania/503/2020 ivr-221 (h3n2) antigen (formaldehyde inactivated)	influenza a virus a/tasmania/503/2020 ivr-221 (h3n2) antigen (formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	60
2118	6683	DRUG	influenza a virus a/tasmania/503/2020 ivr-221 (h3n2) antigen (uv, formaldehyde inactivated)	influenza a virus a/tasmania/503/2020 ivr-221 (h3n2) antigen (uv, formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	62
2119	6684	DRUG	influenza a virus a/uruguay/716/2007(h3n2) antigen (propiolactone inactivated)	influenza a virus a/uruguay/716/2007(h3n2) antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	58
2120	6685	DRUG	influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (formaldehyde inactivated)	influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	60
2121	6686	DRUG	influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (formaldehyde inactivated)	influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (formaldehyde inactivated)	Influenza A Virus Antigen	MeSH	61
2122	6687	DRUG	influenza a virus a/victoria/2570/2019 ivr-215 (h1n1) antigen (propiolactone inactivated)	influenza a virus a/victoria/2570/2019 ivr-215 (h1n1) antigen (propiolactone inactivated)	Influenza A Virus Antigen	MeSH	60
2123	6688	DRUG	influenza a virus a/wisconsin/588/2019 (h1n1) recombinant hemagglutinin antigen	influenza a virus a/wisconsin/588/2019 (h1n1) recombinant hemagglutinin antigen	Influenza A Virus Antigen	DailyMed	255
2124	6689	DRUG	influenza b virus b/austria/1359417/2021 bvr-26 antigen (propiolactone inactivated)	influenza b virus b/austria/1359417/2021 bvr-26 antigen (propiolactone inactivated)	Influenza B Virus Antigen	DailyMed	347
2125	6690	DRUG	influenza b virus b/austria/1359417/2021 bvr-26 antigen (uv, formaldehyde inactivated)	influenza b virus b/austria/1359417/2021 bvr-26 antigen (uv, formaldehyde inactivated)	Influenza B Virus Antigen	DailyMed	321
2126	6691	DRUG	influenza b virus b/austria/1359417/2021 bvr-26 hemagglutinin antigen (formaldehyde inactivated)	influenza b virus b/austria/1359417/2021 bvr-26 hemagglutinin antigen (formaldehyde inactivated)	Influenza B Virus Antigen	DailyMed	321
2127	6692	DRUG	influenza b virus b/austria/1359417/2021 live (attenuated) antigen	influenza b virus b/austria/1359417/2021 live (attenuated) antigen	Influenza B Virus Antigen	MeSH	56
2128	6693	DRUG	influenza b virus b/austria/1359417/2021 recombinant hemagglutinin antigen	influenza b virus b/austria/1359417/2021 recombinant hemagglutinin antigen	Influenza B Virus Antigen	DailyMed	253
2129	6694	DRUG	influenza b virus b/brisbane/60/2008 antigen (formaldehyde inactivated)	influenza b virus b/brisbane/60/2008 antigen (formaldehyde inactivated)	Influenza B Virus Antigen	DailyMed	321
2130	6695	DRUG	influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated)	influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated)	Influenza B Virus Antigen	MeSH	57
2131	6696	DRUG	influenza b virus b/brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated)	influenza b virus b/brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated)	Influenza B Virus Antigen	DailyMed	321
2132	6697	DRUG	influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated)	influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated)	Influenza B Virus Antigen	DailyMed	344
2133	6698	DRUG	influenza b virus b/singapore/inftt-16-0610/2016 antigen (mdck cell derived, propiolactone inactivated)	influenza b virus b/singapore/inftt-16-0610/2016 antigen (mdck cell derived, propiolactone inactivated)	Influenza B Virus Antigen	MeSH	63
2134	6699	DRUG	influenza b virus b/singapore/wuh4618/2021 antigen (mdck cell derived, propiolactone inactivated)	influenza b virus b/singapore/wuh4618/2021 antigen (mdck cell derived, propiolactone inactivated)	Influenza B Virus Antigen	DailyMed	266
2135	6700	DRUG	influenza b virus b/washington/02/2019 recombinant hemagglutinin antigen	influenza b virus b/washington/02/2019 recombinant hemagglutinin antigen	Influenza B Virus Antigen	DailyMed	321
2136	1574	DRUG	ingenol mebutate	ingenol mebutate	Ingenol Mebutate	standard	65
2137	8804	DRUG	Inosine	inosine	Inosine	PubChem	56
2138	1575	DRUG	inosine pranobex	inosine pranobex	Inosine Pranobex	NCI Thesaurus	49
2139	1576	DRUG	inositol	inositol	An inositol	standard	45
2140	1577	DRUG	inositol nicotinate	inositol nicotinate	Inositol Hexanicotinate	standard	14
2141	1578	DRUG	inotersen	inotersen	Inotersen	standard	113
2142	1579	DRUG	inotuzumab ozogamicin	inotuzumab ozogamicin	Inotuzumab Ozogamicin	standard	80
2143	1580	DRUG	inotuzumab ozogamicin only product	inotuzumab ozogamicin only product	INOTUZUMAB OZOGAMICIN	standard	26
2144	1581	DRUG	insulin aspart	insulin aspart	Insulin Aspart	NCI Thesaurus	81
2145	6701	DRUG	insulin aspart protamine, human / insulin aspart, human injectable suspension	insulin aspart protamine, human / insulin aspart, human injectable suspension	INSULIN ASPART PROTAMINE RECOMBINANT; INSULIN ASPART	modified_drug	27
2146	6702	DRUG	insulin aspart, human / insulin degludec injectable product	insulin aspart, human / insulin degludec injectable product	Insulin Aspart; Insulin Degludec	NCI Thesaurus	60
2147	1582	DRUG	insulin degludec	insulin degludec	Insulin Degludec	NCI Thesaurus	143
2148	1583	DRUG	insulin detemir	insulin detemir	Insulin Detemir	NCI Thesaurus	27
2149	1584	DRUG	insulin glargine	insulin glargine	Insulin Glargine	NCI Thesaurus	81
2150	6703	DRUG	insulin glargine / lixisenatide injectable product	insulin glargine / lixisenatide injectable product	Insulin Glargine; Lixisenatide	NCI Thesaurus;standard drug terminology	57
2151	1585	DRUG	insulin glulisine	insulin glulisine	INSULIN GLULISINE	standard	3
2152	1586	DRUG	insulin human	insulin human	Insulin Human	standard	102
2153	6704	DRUG	insulin lispro protamine, human 50 unt/ml	insulin lispro protamine, human 50 unt/ml	INSULIN LISPRO PROTAMINE RECOMBINANT	modified_drug	15
2154	1587	DRUG	insulin pork	insulin pork	Insulin Pork	DailyMed	52
2155	1588	DRUG	interferon alfa	interferon alfa	Interferon Alfa-N1	standard	67
2156	1589	DRUG	interferon alfa-2a	interferon alfa-2a	Recombinant Interferon Alfa-2a	standard	42
2157	1590	DRUG	interferon alfa-2b	interferon alfa-2b	Interferon Alfa-2B	NCI Thesaurus	34
2158	1591	DRUG	interferon alfa-n1	interferon alfa-n1	Interferon Alfa-N1	standard	67
2159	1592	DRUG	interferon alfa-n3	interferon alfa-n3	Interferon Alfa-N3	standard	92
2160	1593	DRUG	interferon alfacon-1	interferon alfacon-1	Interferon Alfacon-1	standard	68
2161	1594	DRUG	interferon beta	interferon beta	Interferon Beta	standard	24
2162	1595	DRUG	interferon beta-1a	interferon beta-1a	Interferon Beta-1A	standard	129
2163	1596	DRUG	interferon beta-1b	interferon beta-1b	Interferon Beta-1B	standard	131
2164	1597	DRUG	interferon gamma-1a	interferon gamma-1a	Interferon Gamma-1a	standard	34
2165	1598	DRUG	interferon gamma-1b	interferon gamma-1b	Interferon Gamma-1b	standard	56
2166	1599	DRUG	interferon-beta	interferon-beta	Recombinant Interferon Beta	standard	104
2167	7960	DRUG	Inulin	inulin	Inulin	NCI Thesaurus	90
2168	1600	DRUG	invanz	invanz	Invanz	standard	74
2169	1601	DRUG	iobenguane	iobenguane	3-Iodobenzylguanidine	standard	5
2170	1602	DRUG	iodide	iodide	Iodide Ion	standard	26
2171	1603	DRUG	iodide i-131	iodide i-131	Iodide Ion I-131	openFDA	455
2172	1604	DRUG	iodine	iodine	Iodine	standard	20
2173	1605	DRUG	iodohippurate sodium i-123	iodohippurate sodium i-123	Iodohippurate Sodium I-123	NCI Thesaurus; SNOMED CT	17
2174	1606	DRUG	iodoquinol	iodoquinol	5,7-Diiodo-8-hydroxyquinoline	standard	61
2175	1607	DRUG	iofetamine i-123	iofetamine i-123	Iofetamine I-123	standard	9
2176	1608	DRUG	ioflupane i-123	ioflupane i-123	Ioflupane I-123	standard	74
2177	8664	DRUG	Iohexol	iohexol	Iohexol	PubChem	50
2178	1609	DRUG	iomazenil	iomazenil	Iomazenil	PubChem	5
2179	1610	DRUG	iopamidol	iopamidol	Iopamidol	standard	53
2180	1611	DRUG	iopromide	iopromide	Iopromide	standard	81
2181	1612	DRUG	iothalamate sodium i 125	iothalamate sodium i 125	Iothalamate Sodium I-125	standard	50
2182	8351	DRUG	IPI-493	ipi-493	IPI-493	PubChem	7
2183	1613	DRUG	ipilimumab	ipilimumab	ipilimumab	standard	18
2184	1614	DRUG	ipragliflozin	ipragliflozin	Ipragliflozin	standard	4
2185	1615	DRUG	ipratropium	ipratropium	Ipratropium	standard	13
2186	1616	DRUG	iproclozide	iproclozide	Iproclozide	standard	5
2187	1617	DRUG	iproniazid	iproniazid	Iproniazid	standard	9
2188	1618	DRUG	iptacopan	iptacopan	Iptacopan	standard	90
2189	1619	DRUG	irbesartan	irbesartan	Irbesartan	standard	44
2190	1620	DRUG	irinotecan	irinotecan	Irinotecan	standard	142
2191	1621	DRUG	irinotecan hydrochloride (anhydrous)	irinotecan hydrochloride (anhydrous)	Irinotecan Hydrochloride	standard	91
2192	1622	DRUG	irinotecan hydrochloride hydrate	irinotecan hydrochloride hydrate	Camptosar	standard	86
2193	8072	DRUG	Iron	iron	Iron	NCI Thesaurus	13
2194	1623	DRUG	iron dextran	iron dextran	iron dextran	standard	11
2195	1624	DRUG	iron isomaltoside 1000	iron isomaltoside 1000	Iron Isomaltoside 1000	standard	98
2196	1625	DRUG	iron sucrose	iron sucrose	Iron Sucrose	standard	81
2197	1626	DRUG	isatuximab	isatuximab	Isatuximab	standard	71
2198	1627	DRUG	isavuconazole	isavuconazole	Isavuconazole	standard	79
2199	1628	DRUG	isavuconazonium	isavuconazonium	Isavuconazonium	standard	51
2200	1629	DRUG	isoaminile	isoaminile	Isoaminile	standard	4
2201	1630	DRUG	isoamyl nitrite	isoamyl nitrite	Isoamyl Nitrite	standard	31
2202	8731	DRUG	Isobutyric acid	isobutyric acid	Isobutyric acid	PubChem	57
2203	1631	DRUG	isocarboxazid	isocarboxazid	Isocarboxazid	standard	6
2204	1632	DRUG	isoconazole	isoconazole	Isoconazole	standard	28
2205	1633	DRUG	isoetharine	isoetharine	Isoetharine	standard	4
2206	1634	DRUG	isoflurane	isoflurane	Isoflurane	standard	20
2207	1635	DRUG	isoflurophate	isoflurophate	Isoflurophate	standard	38
2208	7701	DRUG	Isoleucine	isoleucine	Isoleucine	PubChem	80
2209	1636	DRUG	isometheptene	isometheptene	Isometheptene	standard	6
2210	1637	DRUG	isoniazid	isoniazid	Isoniazid	standard	33
2211	8816	DRUG	ISOPENTENYL PYROPHOSPHATE	isopentenyl pyrophosphate	ISOPENTENYL PYROPHOSPHATE	PubChem	42
2212	1638	DRUG	isoprenaline	isoprenaline	Isoproterenol	standard	88
2213	1639	DRUG	isopropamide	isopropamide	Isopropamide	standard	4
2214	1640	DRUG	isopropanol	isopropanol	Isopropanol	standard	43
2215	8726	DRUG	Isopropyl alcohol	isopropyl alcohol	Isopropyl alcohol	PubChem	43
2216	1641	DRUG	isopto cetamide	isopto cetamide	Sulfacetamide Sodium Ophthalmic Product	NCI Thesaurus; DailyMed	30
2217	1642	DRUG	isosorbide	isosorbide	Isosorbide	standard	6
2218	1643	DRUG	isosorbide dinitrate	isosorbide dinitrate	Isosorbide Dinitrate	standard	23
2219	6705	DRUG	isosorbide dinitrate/hydralazine	isosorbide dinitrate/hydralazine	Isosorbide Dinitrate; Hydralazine	modified_drug	39
2220	1644	DRUG	isosorbide mononitrate	isosorbide mononitrate	Isosorbide Mononitrate	standard	23
2221	1645	DRUG	isosulfan blue	isosulfan blue	Isosulfan Blue	NCI Thesaurus	35
2222	1646	DRUG	isosulfan blue inner salt	isosulfan blue inner salt	isosulfan blue	corrected_overlay	31
2223	7964	DRUG	Isothipendyl	isothipendyl	ISOTHIPENDYL	ChEMBL	19
2224	1647	DRUG	isotretinoin	isotretinoin	Isotretinoin	standard	67
2225	8776	DRUG	Isovaleric Acid	isovaleric acid	Isovaleric Acid	PubChem	44
2226	1648	DRUG	isoxaflutole	isoxaflutole	Isoxaflutole	standard	82
2227	1649	DRUG	isoxsuprine	isoxsuprine	Isoxsuprine	NCI Thesaurus	75
2228	1650	DRUG	isradipine	isradipine	Isradipine	standard	13
2229	1651	DRUG	istradefylline	istradefylline	Istradefylline	standard	4
2230	1652	DRUG	itraconazole	itraconazole	Itraconazole	standard	112
2231	1653	DRUG	ivabradine	ivabradine	Ivabradine	standard	73
2232	7966	DRUG	Ivacaftor	ivacaftor	{28 (ivacaftor 150 MG / tezacaftor 100 MG Oral Tablet) / 28 (ivacaftor 150 MG Oral Tablet) } Pack [Symdeko (100 MG / 150 MG; 150 MG)]	RxNorm	37
2233	6706	DRUG	ivacaftor / lumacaftor oral product	ivacaftor / lumacaftor oral product	Ivacaftor; Lumacaftor	modified_drug	61
2234	6707	DRUG	ivacaftor / tezacaftor pill	ivacaftor / tezacaftor pill	Ivacaftor; tezacaftor	PubChem	90
2235	1654	DRUG	ivermectin	ivermectin	ivermectin	standard	48
2236	1655	DRUG	ivosidenib	ivosidenib	Ivosidenib	standard	83
2237	1656	DRUG	ixabepilone	ixabepilone	Ixabepilone	standard	53
2238	1657	DRUG	ixazomib	ixazomib	Ixazomib	standard	81
2239	1658	DRUG	ixazomib citrate	ixazomib citrate	Ixazomib citrate	standard	87
2240	1659	DRUG	ixekizumab	ixekizumab	Ixekizumab	DailyMed	350
2241	1660	DRUG	janssen covid-19 vaccine	janssen covid-19 vaccine	ADENOVIRUS TYPE 26 ENCODING SARS-COV-2 SPIKE GLYCOPROTEIN	standard	4
2242	6708	DRUG	japanese encephalitis vaccine, inactivated, adsorbed	japanese encephalitis vaccine, inactivated, adsorbed	JAPANESE ENCEPHALITIS VIRUS, INACTIVATED	modified_drug	17
2243	6709	DRUG	japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated)	japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated)	JAPANESE ENCEPHALITIS VIRUS, INACTIVATED	modified_drug	23
2244	8326	DRUG	JNJ-37822681	jnj-37822681	JNJ-37822681	ChEMBL	19
2245	8662	DRUG	Josamycin	josamycin	Josamycin	PubChem	48
2246	8075	DRUG	Kaempherol	kaempherol	KAEMPFEROL	ChEMBL	19
2247	1661	DRUG	kaletra	kaletra	Kaletra	standard	60
2248	1662	DRUG	kanamycin	kanamycin	Kanamycin	standard	24
2249	8681	DRUG	Kaolin	kaolin	kaolin 100 MG/ML Oral Suspension [Pet Pectillin]	RxNorm	17
2250	1663	DRUG	karaya gum	karaya gum	Karaya Gum	DailyMed	169
2251	6710	DRUG	kcentra injectable product	kcentra injectable product	four-factor prothrombin complex concentrate	corrected_overlay	22
2252	7707	DRUG	Ketamine	ketamine	Ketamine	PubChem	77
2253	1664	DRUG	ketanserin	ketanserin	Ketanserin	standard	71
2254	1665	DRUG	ketoconazole	ketoconazole	Ketoconazole	standard	16
2255	1666	DRUG	ketoprofen	ketoprofen	Ketoprofen	standard	64
2256	1667	DRUG	ketorolac	ketorolac	Ketorolac	standard	122
2257	1668	DRUG	ketotifen	ketotifen	Ketotifen	standard	102
2258	1669	DRUG	keyhole limpet hemocyanin	keyhole limpet hemocyanin	Keyhole limpet hemocyanin	NCI Thesaurus	36
2259	1670	DRUG	khuskia oryzae	khuskia oryzae	Khuskia oryzae allergenic extract	corrected_overlay	13
2260	1671	DRUG	kinetin	kinetin	Kinetin	standard	42
2261	1672	DRUG	kinrix	kinrix	diphtheria toxoid; tetanus toxoid; acellular pertussis vaccine; inactivated poliovirus vaccine	corrected_overlay	26
2262	1673	DRUG	l 084	l 084	l 084	standard	1
2263	1674	DRUG	l-acetylleucine	l-acetylleucine	N-Acetyl-L-leucine	standard	38
2264	1675	DRUG	l-glutamine	l-glutamine	L-Glutamine	standard	89
2265	8406	DRUG	L-Lactic acid	l-lactic acid	L-Lactic acid	PubChem	51
2266	6711	DRUG	l1 protein, human papillomavirus type 11 vaccine / l1 protein, human papillomavirus type 16 vaccine / l1 protein, human papillomavirus type 18 vaccine / l1 protein, human papillomavirus type 31 vaccine / l1 protein, human papillomavirus type 33 vaccine / l1 protein, human papillomavirus type 45 vaccine / l1 protein, human papillomavirus type 52 vaccine / l1 protein, human papillomavirus type 58 vaccine / l1 protein, human papillomavirus type 6 vaccine injectable product	l1 protein, human papillomavirus type 11 vaccine / l1 protein, human papillomavirus type 16 vaccine / l1 protein, human papillomavirus type 18 vaccine / l1 protein, human papillomavirus type 31 vaccine / l1 protein, human papillomavirus type 33 vaccine / l1 protein, human papillomavirus type 45 vaccine / l1 protein, human papillomavirus type 52 vaccine / l1 protein, human papillomavirus type 58 vaccine / l1 protein, human papillomavirus type 6 vaccine injectable product	human papillomavirus 9-valent L1 vaccine	NCI Thesaurus	130
2267	6712	DRUG	l1 protein, human papillomavirus type 16 vaccine / l1 protein, human papillomavirus type 18 vaccine prefilled syringe	l1 protein, human papillomavirus type 16 vaccine / l1 protein, human papillomavirus type 18 vaccine prefilled syringe	human papillomavirus L1 vaccine	NCI Thesaurus	75
2268	1676	DRUG	labetalol	labetalol	Labetalol	standard	59
2269	1677	DRUG	labetalol hydrochloride	labetalol hydrochloride	Labetalol Hydrochloride	standard	7
2270	8177	DRUG	Labradimil	labradimil	Labradimil	NCI Thesaurus	54
2271	1678	DRUG	lacidipine	lacidipine	Lacidipine	standard	9
2272	1679	DRUG	lacosamide	lacosamide	Lacosamide	standard	5
2273	1680	DRUG	lactic acid	lactic acid	Lactic Acid	standard	52
2274	1681	DRUG	lactose, anhydrous	lactose, anhydrous	(+)-Lactose	standard	53
2275	1682	DRUG	lactulose	lactulose	Lactulose	standard	26
2276	1683	DRUG	lafutidine	lafutidine	Lafutidine	standard	6
2277	1684	DRUG	lamivudine	lamivudine	Lamivudine	standard	84
2278	6713	DRUG	lamivudine 300 mg / tenofovir disoproxil fumarate 300 mg oral tablet	lamivudine 300 mg / tenofovir disoproxil fumarate 300 mg oral tablet	Lamivudine; Tenofovir Disoproxil	modified_drug	49
2279	1685	DRUG	lamotrigine	lamotrigine	Lamotrigine	standard	82
2280	1686	DRUG	lanadelumab	lanadelumab	Lanadelumab	standard	91
2281	1687	DRUG	landiolol	landiolol	Landiolol	standard	6
2282	1688	DRUG	laninamivir	laninamivir	Laninamivir	standard	6
2283	8772	DRUG	Lanosterol	lanosterol	Lanosterol	PubChem	68
2284	8168	DRUG	Lanoteplase	lanoteplase	LANOTEPLASE	ChEMBL	18
2285	1689	DRUG	lanreotide	lanreotide	Lanreotide	NCI Thesaurus	85
2286	1690	DRUG	lansoprazole	lansoprazole	Lansoprazole	standard	28
2287	1691	DRUG	lansoprazole, amoxicillin and clarithromycin	lansoprazole, amoxicillin and clarithromycin	lansoprazole/amoxicillin/clarithromycin	corrected_overlay	31
2288	1692	DRUG	lanthanum carbonate	lanthanum carbonate	Lanthanum carbonate anhydrous	NCI Thesaurus	55
2289	1693	DRUG	lanthanum carbonate hydrate	lanthanum carbonate hydrate	LANTHANUM CARBONATE	standard	3
2290	1694	DRUG	lanthanum(3+)	lanthanum(3+)	Lanthanum cation (3+)	standard	20
2291	1695	DRUG	lapatinib	lapatinib	Lapatinib	standard	37
2292	1696	DRUG	lapyrium	lapyrium	1-(2-Oxo-2-((2-((1-oxododecyl)oxy)ethyl)amino)ethyl)pyridinium	standard	6
2293	8160	DRUG	Laromustine	laromustine	Laromustine	NCI Thesaurus	59
2294	1697	DRUG	laronidase	laronidase	Laronidase	DailyMed	221
2295	1698	DRUG	laropiprant	laropiprant	Laropiprant	standard	6
2296	1699	DRUG	larotrectinib	larotrectinib	Larotrectinib	NCI Thesaurus	73
2297	1700	DRUG	lascufloxacin	lascufloxacin	Lascufloxacin	standard	1
2298	1701	DRUG	lasmiditan	lasmiditan	Lasmiditan	DailyMed	192
2299	1702	DRUG	lasofoxifene	lasofoxifene	Lasofoxifene	standard	90
2300	1703	DRUG	latamoxef	latamoxef	Moxalactam	standard	41
2301	1704	DRUG	latanoprost	latanoprost	Latanoprost	standard	65
2302	6714	DRUG	latanoprost / netarsudil ophthalmic product	latanoprost / netarsudil ophthalmic product	Latanoprost; Netarsudil	DailyMed	215
2303	1705	DRUG	latanoprost acid	latanoprost acid	Latanoprost acid	standard	78
2304	1706	DRUG	latanoprostene bunod	latanoprostene bunod	Latanoprostene Bunod	standard	5
2305	1707	DRUG	lauric acid	lauric acid	Lauric Acid	standard	68
2306	8344	DRUG	Lavoltidine	lavoltidine	Lavoltidine	PubChem	60
2307	1708	DRUG	lazertinib	lazertinib	Lazertinib	NCI Thesaurus	161
2308	1709	DRUG	lebrikizumab	lebrikizumab	Lebrikizumab	standard	42
2309	1710	DRUG	lecanemab	lecanemab	Lecanemab	DailyMed	204
2310	1711	DRUG	ledipasvir	ledipasvir	Ledipasvir	standard	75
2311	6715	DRUG	ledipasvir / sofosbuvir oral product	ledipasvir / sofosbuvir oral product	Ledipasvir; Sofosbuvir	modified_drug	69
2312	6716	DRUG	ledipasvir, sofosbuvir drug combination	ledipasvir, sofosbuvir drug combination	ledipasvir; sofosbuvir	corrected_overlay	11
2313	1712	DRUG	lefamulin	lefamulin	Lefamulin	DailyMed	282
2314	1713	DRUG	leflunomide	leflunomide	Leflunomide	standard	87
2315	1714	DRUG	lemborexant	lemborexant	Lemborexant	DailyMed	131
2316	9545	DRUG	lenacapavir	lenacapavir	Lenacapavir	curated_drug_definition	28
