row_index	source_line	entity_type	entity	norm_entity	standard_name	description_source	description_words
1094	790	DRUG	cysteamine	cysteamine	Cysteamine	standard	63
1095	791	DRUG	cysteine	cysteine	L-(+)-Cysteine	standard	77
1096	8649	DRUG	Cystine	cystine	Cystine	PubChem	72
1097	792	DRUG	cytarabine	cytarabine	Cytarabine	standard	81
1098	8713	DRUG	Cytidine	cytidine	Cytidine	PubChem	43
1099	8730	DRUG	Cytidine-5'-Triphosphate	cytidine-5'-triphosphate	Cytidine-5'-Triphosphate	PubChem	34
1100	793	DRUG	d-glucose	d-glucose	D-Glucose	standard	33
1101	8732	DRUG	D-glyceraldehyde	d-glyceraldehyde	D-glyceraldehyde	PubChem	33
1102	8094	DRUG	D-Lactic acid	d-lactic acid	LACTIC ACID	ChEMBL	20
1103	794	DRUG	dabigatran	dabigatran	Dabigatran	standard	86
1104	795	DRUG	dabigatran etexilate	dabigatran etexilate	Dabigatran Etexilate	ChEBI	42
1105	796	DRUG	dabrafenib	dabrafenib	Dabrafenib	standard	47
1106	797	DRUG	dacarbazine	dacarbazine	Dacarbazine	standard	13
1107	798	DRUG	daclatasvir	daclatasvir	Daclatasvir	standard	71
1108	799	DRUG	daclatasvir hydrochloride	daclatasvir hydrochloride	Daclatasvir Dihydrochloride	standard	51
1109	800	DRUG	dacomitinib	dacomitinib	Dacomitinib	standard	86
1110	801	DRUG	dactinomycin	dactinomycin	Dactinomycin	standard	12
1111	8258	DRUG	Dactolisib	dactolisib	Dactolisib	PubChem	67
1112	8212	DRUG	DADLE	dadle	DADLE	PubChem	72
1113	8362	DRUG	Daidzein	daidzein	Daidzein	PubChem	55
1114	8079	DRUG	Daidzin	daidzin	DAIDZIN	ChEMBL	12
1115	802	DRUG	dalbavancin	dalbavancin	Dalbavancin	standard	59
1116	8296	DRUG	Dalcetrapib	dalcetrapib	Dalcetrapib	PubChem	7
1117	8184	DRUG	Dalfampridine	dalfampridine	Dalfampridine	PubChem	56
1118	803	DRUG	dalfopristin	dalfopristin	Dalfopristin	standard	109
1119	804	DRUG	dalteparin	dalteparin	Dalteparin	standard	40
1120	805	DRUG	damoctocog alfa pegol	damoctocog alfa pegol	Damoctocog Alfa Pegol	standard	1
1121	806	DRUG	danaparoid	danaparoid	Danaparoid	standard	64
1122	807	DRUG	danazol	danazol	Danazol	standard	31
1123	808	DRUG	danicopan	danicopan	Danicopan	standard	6
1124	809	DRUG	dantrolene	dantrolene	Dantrolene	ChEBI	26
1125	8819	DRUG	Dantron	dantron	Dantron	PubChem	19
1126	8267	DRUG	Danusertib	danusertib	Danusertib	PubChem	6
1127	810	DRUG	dapagliflozin	dapagliflozin	Dapagliflozin	standard	70
1128	6570	DRUG	dapagliflozin / metformin oral product	dapagliflozin / metformin oral product	Dapagliflozin; Metformin	modified_drug	53
1129	6571	DRUG	dapagliflozin / saxagliptin oral product	dapagliflozin / saxagliptin oral product	Dapagliflozin; Saxagliptin	modified_drug	56
1130	811	DRUG	dapiprazole	dapiprazole	Dapiprazole	standard	28
1131	812	DRUG	daprodustat	daprodustat	Daprodustat	standard	88
1132	813	DRUG	dapsone	dapsone	Dapsone	standard	95
1133	814	DRUG	daptomycin	daptomycin	Daptomycin	ChEBI	48
1134	815	DRUG	daratumumab	daratumumab	Daratumumab	standard	89
1135	6572	DRUG	daratumumab / hyaluronidase injection	daratumumab / hyaluronidase injection	Daratumumab; Hyaluronidase	modified_drug	37
1136	816	DRUG	daridorexant	daridorexant	Daridorexant	DailyMed	144
1137	817	DRUG	darifenacin	darifenacin	Darifenacin	standard	81
1138	8165	DRUG	Darinaparsin	darinaparsin	Darinaparsin	PubChem	5
1139	818	DRUG	darolutamide	darolutamide	Darolutamide	ChEBI	25
1140	819	DRUG	darunavir	darunavir	Darunavir	standard	77
1141	820	DRUG	darvadstrocel	darvadstrocel	Darvadstrocel	standard	1
1142	821	DRUG	dasabuvir	dasabuvir	Dasabuvir	standard	85
1143	822	DRUG	dasatinib	dasatinib	Dasatinib	standard	146
1144	823	DRUG	dasiglucagon	dasiglucagon	Dasiglucagon	DailyMed	132
1145	824	DRUG	datopotamab deruxtecan	datopotamab deruxtecan	Datopotamab Deruxtecan	standard	166
1146	825	DRUG	daunorubicin	daunorubicin	Daunorubicin	standard	53
1147	826	DRUG	davesomeran	davesomeran	Davesomeran	standard	93
1148	8092	DRUG	Dazoxiben	dazoxiben	DAZOXIBEN	ChEMBL	19
1149	827	DRUG	debrisoquine	debrisoquine	Debrisoquine	standard	27
1150	828	DRUG	decamethonium	decamethonium	Decamethonium	standard	49
1151	829	DRUG	decitabine	decitabine	Decitabine	standard	28
1152	6573	DRUG	decitabine and cedazuridine drug combination	decitabine and cedazuridine drug combination	Decitabine; CEDAZURIDINE	modified_drug	33
1153	830	DRUG	deferasirox	deferasirox	Deferasirox	standard	82
1154	831	DRUG	deferiprone	deferiprone	Deferiprone	standard	49
1155	832	DRUG	deferoxamine	deferoxamine	Deferoxamine	standard	96
1156	833	DRUG	defibrotide	defibrotide	Defibrotide	standard	108
1157	834	DRUG	deflazacort	deflazacort	Deflazacort	standard	5
1158	835	DRUG	degarelix	degarelix	Degarelix	standard	4
1159	836	DRUG	dehydrocholic acid	dehydrocholic acid	Dehydrocholic Acid	standard	54
1160	837	DRUG	delafloxacin	delafloxacin	Delafloxacin	DailyMed	102
1161	838	DRUG	delafloxacin meglumine	delafloxacin meglumine	Delafloxacin Meglumine	DailyMed	102
1162	839	DRUG	delamanid	delamanid	Delamanid	standard	6
1163	840	DRUG	delandistrogene moxeparvovec	delandistrogene moxeparvovec	Delandistrogene moxeparvovec-rokl	DailyMed; manual_final7_review	33
1164	841	DRUG	delavirdine	delavirdine	Delavirdine	standard	82
1165	842	DRUG	delgocitinib	delgocitinib	Delgocitinib	standard	72
1166	843	DRUG	demecarium	demecarium	Demecarium	standard	65
1167	844	DRUG	demeclocycline	demeclocycline	Demeclocycline	standard	98
1168	845	DRUG	demexiptiline	demexiptiline	Demexiptiline	standard	6
1169	846	DRUG	dengue tetravalent vaccine, live	dengue tetravalent vaccine, live	Dengue Tetravalent Vaccine, Live	corrected_overlay	9
1170	847	DRUG	denileukin diftitox	denileukin diftitox	Denileukin Diftitox	standard	105
1171	848	DRUG	denosumab	denosumab	Denosumab	standard	75
1172	8770	DRUG	Deoxycholic acid	deoxycholic acid	Deoxycholic acid	PubChem	49
1173	849	DRUG	dequalinium	dequalinium	Dequalinium	standard	45
1174	850	DRUG	dermatophagoides farinae	dermatophagoides farinae	Dermatophagoides farinae allergenic extract	corrected_overlay	13
1175	851	DRUG	deserpidine	deserpidine	Deserpidine	standard	27
1176	852	DRUG	desflurane	desflurane	Desflurane	standard	20
1177	853	DRUG	desipramine	desipramine	Desipramine	standard	63
1178	854	DRUG	desirudin	desirudin	Desirudin	ChEBI	59
1179	855	DRUG	deslanoside	deslanoside	Deslanoside	standard	53
1180	856	DRUG	desloratadine	desloratadine	Desloratadine	standard	73
1181	6574	DRUG	desloratadine / pseudoephedrine pill	desloratadine / pseudoephedrine pill	Desloratadine; Pseudoephedrine	modified_drug	60
1182	857	DRUG	desmopressin	desmopressin	Desmopressin	standard	100
1183	858	DRUG	desmopressin acetate hydrate	desmopressin acetate hydrate	Desmopressin acetate trihydrate	standard	68
1184	859	DRUG	desogestrel	desogestrel	Desogestrel	standard	25
1185	860	DRUG	desonide	desonide	Desonide	standard	65
1186	861	DRUG	desoximetasone	desoximetasone	Desoximetasone	standard	77
1187	862	DRUG	desoxycorticosterone acetate	desoxycorticosterone acetate	Deoxycorticosterone acetate	standard	6
1188	863	DRUG	desoxycorticosterone pivalate	desoxycorticosterone pivalate	Desoxycorticosterone Pivalate	standard	16
1189	864	DRUG	desvenlafaxine	desvenlafaxine	Desvenlafaxine	standard	57
1190	865	DRUG	detomidine	detomidine	Detomidine	ChEBI	10
1191	866	DRUG	deucravacitinib	deucravacitinib	Deucravacitinib	DailyMed	129
1192	867	DRUG	deuruxolitinib	deuruxolitinib	Deuruxolitinib	DailyMed	142
1193	868	DRUG	deutetrabenazine	deutetrabenazine	Deutetrabenazine	DailyMed	18
1194	869	DRUG	deutetrabenazine, (r,s)-rel-	deutetrabenazine, (r,s)-rel-	DEUTETRABENAZINE	standard	5
1195	870	DRUG	dexamethasone	dexamethasone	Dexamethasone	standard	97
1196	871	DRUG	dexamethasone acetate	dexamethasone acetate	Dexamethasone Acetate	standard	6
1197	872	DRUG	dexamethasone isonicotinate	dexamethasone isonicotinate	Dexamethasone Isonicotinate	standard	6
1198	873	DRUG	dexamethasone metasulfobenzoate	dexamethasone metasulfobenzoate	Dexamethasone Metasulfobenzoate	PubChem	108
1199	874	DRUG	dexamethasone phosphate(2-)	dexamethasone phosphate(2-)	Dexamethasone phosphate(2-)	standard	27
1200	875	DRUG	dexamethasone sodium phosphate	dexamethasone sodium phosphate	Dexamethasone Sodium Phosphate	standard	30
1201	876	DRUG	dexamfetamine	dexamfetamine	Dextroamphetamine	standard	40
1202	8172	DRUG	Dexanabinol	dexanabinol	Dexanabinol	PubChem	4
1203	877	DRUG	dexbrompheniramine	dexbrompheniramine	Dexbrompheniramine	standard	44
1204	878	DRUG	dexchlorpheniramine	dexchlorpheniramine	Dexchlorpheniramine	standard	11
1205	879	DRUG	dexchlorpheniramine maleate	dexchlorpheniramine maleate	Dexchlorpheniramine Maleate	standard	7
1206	8216	DRUG	Dexetimide	dexetimide	Dexetimide	PubChem	6
1207	880	DRUG	dexfenfluramine	dexfenfluramine	Dexfenfluramine	standard	76
1208	881	DRUG	dexibuprofen	dexibuprofen	Dexibuprofen	standard	24
1209	882	DRUG	dexketoprofen	dexketoprofen	Dexketoprofen	standard	78
1210	883	DRUG	dexlansoprazole	dexlansoprazole	Dexlansoprazole	standard	9
1211	884	DRUG	dexmedetomidine	dexmedetomidine	Dexmedetomidine	standard	27
1212	885	DRUG	dexmethylphenidate	dexmethylphenidate	Dexmethylphenidate	standard	38
1213	6575	DRUG	dexmethylphenidate / serdexmethylphenidate oral product	dexmethylphenidate / serdexmethylphenidate oral product	Dexmethylphenidate; Serdexmethylphenidate	DailyMed	316
1214	886	DRUG	dexmethylphenidate hydrochloride	dexmethylphenidate hydrochloride	Dexmethylphenidate Hydrochloride	standard	92
1215	8418	DRUG	Dexpramipexole	dexpramipexole	Dexpramipexole	PubChem	5
1216	8096	DRUG	Dexpropranolol	dexpropranolol	(S)-PROPRANOLOL HYDROCHLORIDE	ChEMBL	13
1217	8380	DRUG	Dexrabeprazole	dexrabeprazole	Dexrabeprazole	PubChem	9
1218	887	DRUG	dexrazoxane	dexrazoxane	Dexrazoxane	standard	21
1219	8228	DRUG	Dextran	dextran	dextran	ChEBI	15
1220	888	DRUG	dextroamphetamine	dextroamphetamine	Dextroamphetamine	standard	40
1221	889	DRUG	dextromethorphan	dextromethorphan	Dextromethorphan	standard	68
1222	9540	DRUG	dextromethorphan / bupropion	dextromethorphan / bupropion	dextromethorphan	standard	68
1223	6576	DRUG	dextromethorphan / promethazine oral solution	dextromethorphan / promethazine oral solution	Dextromethorphan; Promethazine	modified_drug	57
1224	6577	DRUG	dextromethorphan / quinidine oral capsule	dextromethorphan / quinidine oral capsule	Dextromethorphan; Quinidine	modified_drug	52
1225	890	DRUG	dextropropoxyphene	dextropropoxyphene	Propoxyphene	standard	26
1226	891	DRUG	dextrose, unspecified form	dextrose, unspecified form	D-Glucose	standard	33
1227	892	DRUG	dextrothyroxine	dextrothyroxine	D-Thyroxine	standard	21
1228	8393	DRUG	Dexverapamil	dexverapamil	Dexverapamil	PubChem	75
1229	893	DRUG	dezocine	dezocine	Dezocine	standard	90
1230	894	DRUG	diacerein	diacerein	Diacerein	standard	5
1231	895	DRUG	diamorphine	diamorphine	Heroin	standard	98
1232	7959	DRUG	Diatrizoate	diatrizoate	DIATRIZOATE SODIUM	ChEMBL	20
1233	896	DRUG	diazepam	diazepam	Diazepam	standard	54
1234	897	DRUG	diazoxide	diazoxide	Diazoxide	standard	113
1235	898	DRUG	dibekacin	dibekacin	Dibekacin	standard	39
1236	899	DRUG	dibenzepin	dibenzepin	Dibenzepin	standard	4
1237	900	DRUG	dibotermin alfa	dibotermin alfa	Dibotermin Alfa	standard	66
1238	901	DRUG	dichloralphenazone	dichloralphenazone	Dichloralphenazone	standard	31
1239	902	DRUG	dichloroacetic acid	dichloroacetic acid	Dichloroacetic Acid	standard	60
1240	903	DRUG	dichlorphenamide	dichlorphenamide	Dichlorphenamide	standard	75
1241	904	DRUG	dichlorphenamide (disodium)	dichlorphenamide (disodium)	DICHLORPHENAMIDE	standard	4
1242	905	DRUG	dichlorvos	dichlorvos	Dichlorvos	standard	53
1243	906	DRUG	diclofenac	diclofenac	Diclofenac	standard	82
1244	6578	DRUG	diclofenac / misoprostol pill	diclofenac / misoprostol pill	Diclofenac; Misoprostol	modified_drug	37
1245	907	DRUG	diclofenac etalhyaluronate sodium	diclofenac etalhyaluronate sodium	Diclofenac Etalhyaluronate	PubChem	93
1246	908	DRUG	diclofenamide	diclofenamide	Dichlorphenamide	standard	75
1247	909	DRUG	dicloxacillin	dicloxacillin	Dicloxacillin	standard	44
1248	910	DRUG	dicloxacillin(1-)	dicloxacillin(1-)	Dicloxacillin(1-)	standard	13
1249	911	DRUG	dicoumarol	dicoumarol	Dicoumarol	standard	51
1250	912	DRUG	dicyclomine	dicyclomine	Dicyclomine	standard	75
1251	913	DRUG	dicycloverine	dicycloverine	Dicyclomine	standard	75
1252	914	DRUG	didanosine	didanosine	Didanosine	standard	66
1253	8349	DRUG	Didox	didox	Didox	PubChem	7
1254	915	DRUG	dienestrol	dienestrol	Dienestrol	standard	35
1255	916	DRUG	dienogest	dienogest	Dienogest	standard	60
1256	6579	DRUG	dienogest / estradiol pill	dienogest / estradiol pill	Dienogest; Estradiol	modified_drug	36
1257	917	DRUG	diethylcarbamazine	diethylcarbamazine	Diethylcarbamazine	standard	7
1258	918	DRUG	diethylpropion	diethylpropion	Diethylpropion	standard	75
1259	919	DRUG	diethylstilbestrol	diethylstilbestrol	Diethylstilbestrol	standard	70
1260	920	DRUG	difamilast	difamilast	Difamilast	DailyMed	111
1261	921	DRUG	difelikefalin acetate	difelikefalin acetate	Difelikefalin acetate	DailyMed	175
1262	922	DRUG	difenoxin	difenoxin	Difenoxin	standard	43
1263	923	DRUG	diflorasone	diflorasone	Diflorasone	standard	71
1264	924	DRUG	diflunisal	diflunisal	Diflunisal	standard	48
1265	925	DRUG	difluocortolone	difluocortolone	Diflucortolone	standard	5
1266	926	DRUG	difluprednate	difluprednate	Difluprednate	standard	9
1267	927	DRUG	digitoxin	digitoxin	Digitoxin	standard	43
1268	928	DRUG	digoxin	digoxin	Digoxin	standard	89
1269	929	DRUG	digoxin immune fab (ovine)	digoxin immune fab (ovine)	Digoxin immune Fab (ovine)	manual_final7_review	35
1270	930	DRUG	dihydralazine	dihydralazine	Dihydralazine	standard	6
1271	8346	DRUG	Dihydrexidine	dihydrexidine	DIHYDREXIDINE HYDROCHLORIDE	ChEMBL	13
1272	931	DRUG	dihydro-alpha-ergocryptine	dihydro-alpha-ergocryptine	Dihydroergocryptine	standard	32
1273	8429	DRUG	Dihydrocapsiate	dihydrocapsiate	Dihydrocapsiate	PubChem	11
1274	7710	DRUG	Dihydrocodeine	dihydrocodeine	Dihydrocodeine	PubChem	5
1275	932	DRUG	dihydroergocornine	dihydroergocornine	Dihydroergocornine	standard	32
1276	933	DRUG	dihydroergocristine	dihydroergocristine	Dihydroergocristine	standard	67
1277	934	DRUG	dihydroergotamine	dihydroergotamine	Dihydroergotamine	standard	77
1278	8706	DRUG	Dihydrofolic Acid	dihydrofolic acid	Dihydrofolic Acid	PubChem	55
1279	935	DRUG	dihydrostreptomycin	dihydrostreptomycin	Dihydrostreptomycin	standard	6
1280	936	DRUG	dihydrotachysterol	dihydrotachysterol	Dihydrotachysterol	standard	50
1281	8691	DRUG	Dihydroxyacetone	dihydroxyacetone	Dihydroxyacetone	PubChem	65
1282	937	DRUG	diiodohydroxyquinoline	diiodohydroxyquinoline	5,7-Diiodo-8-hydroxyquinoline	standard	61
1283	8292	DRUG	Dilmapimod	dilmapimod	DILMAPIMOD	ChEMBL	19
1284	938	DRUG	diloxanide	diloxanide	Diloxanide	standard	1
1285	939	DRUG	diloxanide furoate	diloxanide furoate	Diloxanide furoate	standard	62
1286	940	DRUG	diltiazem	diltiazem	Diltiazem	standard	62
1287	941	DRUG	dimazole	dimazole	Diamthazole	standard	6
1288	8383	DRUG	Dimemorfan	dimemorfan	Dimemorfan	PubChem	5
1289	942	DRUG	dimenhydrinate	dimenhydrinate	Dimenhydrinate	standard	5
1290	943	DRUG	dimercaprol	dimercaprol	Dimercaprol	standard	154
1291	8397	DRUG	Dimercaptosuccinic acid	dimercaptosuccinic acid	SUCCIMER	ChEMBL	19
1292	944	DRUG	dimethicone	dimethicone	dimethicone macromolecule	standard	8
1293	945	DRUG	dimethyl fumarate	dimethyl fumarate	Dimethyl Fumarate	standard	63
1294	946	DRUG	dimethyl sulfoxide	dimethyl sulfoxide	Dimethyl Sulfoxide	standard	55
1295	8693	DRUG	Dimethylallyl Diphosphate	dimethylallyl diphosphate	Dimethylallyl Diphosphate	PubChem	41
1296	8675	DRUG	Dimethyltryptamine	dimethyltryptamine	Dimethyltryptamine	PubChem	37
1297	947	DRUG	dimetindene	dimetindene	(+-)-Dimethindene	standard	4
1298	948	DRUG	dimetotiazine	dimetotiazine	10-(2-(Dimethylamino)propyl)-N,N-dimethyl-10H-phenothiazine-2-sulfonamide	standard	6
1299	949	DRUG	dinoprost	dinoprost	Dinoprost	standard	60
1300	950	DRUG	dinoprost tromethamine	dinoprost tromethamine	Dinoprost Tromethamine	standard	7
1301	951	DRUG	dinoprostone	dinoprostone	prostaglandin E2	standard	30
1302	952	DRUG	dinutuximab	dinutuximab	Dinutuximab	standard	42
1303	953	DRUG	diosmin	diosmin	Diosmin	standard	53
1304	954	DRUG	diovan hct	diovan hct	valsartan; hydrochlorothiazide	corrected_overlay	13
1305	955	DRUG	diphemanil	diphemanil	Diphemanil	standard	4
1306	956	DRUG	diphenhydramine	diphenhydramine	Diphenhydramine	standard	67
1307	957	DRUG	diphenidol	diphenidol	Diphenidol	standard	44
1308	958	DRUG	diphenoxylate	diphenoxylate	Diphenoxylate	standard	41
1309	959	DRUG	diphenylpyraline	diphenylpyraline	Diphenylpyraline	standard	90
1310	6580	DRUG	diphtheria-tetanus-five component acellular pertussis-inactivated poliomyelitis -haemophilus influenzae type b conjugate vaccine	diphtheria-tetanus-five component acellular pertussis-inactivated poliomyelitis -haemophilus influenzae type b conjugate vaccine	Diphtheria Toxoid; Tetanus Toxoid; Pertussis Vaccine; Inactivated Poliovirus Vaccine; Haemophilus influenzae type b conjugate vaccine	standard vaccine terminology	117
1311	960	DRUG	dipivefrin	dipivefrin	Dipivefrin	standard	78
1312	961	DRUG	diprophylline	diprophylline	Diprophylline	standard	77
1313	962	DRUG	dipyridamole	dipyridamole	Dipyridamole	standard	65
1314	963	DRUG	dirithromycin	dirithromycin	Dirithromycin	standard	78
1315	964	DRUG	dirlotapide	dirlotapide	Dirlotapide	standard	1
1316	965	DRUG	diroximel fumarate	diroximel fumarate	Diroximel Fumarate	DailyMed	122
1317	966	DRUG	disopyramide	disopyramide	Disopyramide	standard	60
1318	967	DRUG	disulfiram	disulfiram	Disulfiram	standard	85
1319	8084	DRUG	Ditiocarb	ditiocarb	Ditiocarb	NCI Thesaurus	64
1320	968	DRUG	dl-alpha tocopheryl acetate	dl-alpha tocopheryl acetate	Dl-alpha-tocopherol acetate	standard	5
1321	969	DRUG	dl-alpha-tocopherol	dl-alpha-tocopherol	DL-alpha-Tocopherol	standard	4
1322	970	DRUG	dl-methylephedrine	dl-methylephedrine	Methylephedrine	standard	4
1323	971	DRUG	dobutamine	dobutamine	Dobutamine	standard	80
1324	972	DRUG	docetaxel	docetaxel	Docetaxel	standard	60
1325	973	DRUG	docusate	docusate	Docusate	standard	9
1326	974	DRUG	dofetilide	dofetilide	Dofetilide	standard	55
1327	975	DRUG	dolasetron	dolasetron	Dolasetron	standard	73
1328	976	DRUG	dolutegravir	dolutegravir	Dolutegravir	standard	65
1329	6581	DRUG	dolutegravir / rilpivirine oral product	dolutegravir / rilpivirine oral product	Dolutegravir; Rilpivirine	modified_drug	63
1330	6582	DRUG	dolutegravir 50 mg / lamivudine 300 mg oral tablet	dolutegravir 50 mg / lamivudine 300 mg oral tablet	Dolutegravir; Lamivudine	modified_drug	58
1331	977	DRUG	domiphen	domiphen	N,N-Dimethyl-N-(2-phenoxyethyl)-1-dodecanaminium	standard	5
1332	978	DRUG	domperidone	domperidone	Domperidone	standard	85
1333	979	DRUG	donanemab	donanemab	Donanemab	DailyMed	111
1334	980	DRUG	donepezil	donepezil	Donepezil	standard	71
1335	981	DRUG	donnatal	donnatal	phenobarbital; hyoscyamine; atropine; scopolamine	corrected_overlay	18
1336	982	DRUG	dopamine	dopamine	Dopamine	standard	52
1337	983	DRUG	dopexamine	dopexamine	Dopexamine	standard	4
1338	8252	DRUG	Doramectin	doramectin	doramectin 5 MG/ML Topical Solution [Dectomax]	RxNorm	16
1339	984	DRUG	doravirine	doravirine	Doravirine	NCI Thesaurus	36
1340	6583	DRUG	doravirine / lamivudine / tenofovir disoproxil pill	doravirine / lamivudine / tenofovir disoproxil pill	Doravirine; Lamivudine; Tenofovir Disoproxil	Composite standard-source core descriptions	205
1341	985	DRUG	doripenem	doripenem	Doripenem	standard	6
1342	986	DRUG	dornase alfa	dornase alfa	Dornase Alfa	standard	45
1343	987	DRUG	dorzolamide	dorzolamide	Dorzolamide	standard	77
1344	6584	DRUG	dorzolamide 20 mg/ml / timolol 5 mg/ml ophthalmic solution	dorzolamide 20 mg/ml / timolol 5 mg/ml ophthalmic solution	Dorzolamide; Timolol	modified_drug	57
1345	988	DRUG	dorzolamide-timolol combination	dorzolamide-timolol combination	dorzolamide; timolol	corrected_overlay	11
1346	989	DRUG	dostarlimab	dostarlimab	Dostarlimab	standard	103
1347	990	DRUG	dosulepin	dosulepin	Dosulepin	standard	4
1348	991	DRUG	dotinurad	dotinurad	Dotinurad	standard	1
1349	992	DRUG	doxacurium	doxacurium	Doxacurium	ChEBI	62
1350	993	DRUG	doxapram	doxapram	Doxapram	standard	121
1351	994	DRUG	doxazosin	doxazosin	Doxazosin	standard	100
1352	995	DRUG	doxepin	doxepin	Doxepin	ChEBI	20
1353	996	DRUG	doxercalciferol	doxercalciferol	Doxercalciferol	standard	92
1354	8348	DRUG	Doxifluridine	doxifluridine	Doxifluridine	PubChem	81
1355	8230	DRUG	Doxofylline	doxofylline	Doxofylline	PubChem	49
1356	997	DRUG	doxorubicin	doxorubicin	Doxorubicin	standard	61
1357	998	DRUG	doxycycline	doxycycline	4-(Dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-3,4,4a,5,5a,6,12,12a-octahydrotetracene-2-carboximidic acid	standard	71
1358	999	DRUG	doxylamine	doxylamine	Doxylamine	standard	34
1359	6585	DRUG	doxylamine / pyridoxine delayed release oral tablet	doxylamine / pyridoxine delayed release oral tablet	Doxylamine; PYRIDOXINE	DailyMed	229
1360	1000	DRUG	dronabinol	dronabinol	Delta(9)-tetrahydrocannabinol	standard	57
1361	1001	DRUG	dronedarone	dronedarone	Dronedarone	standard	49
1362	1002	DRUG	droperidol	droperidol	Droperidol	standard	112
1363	1003	DRUG	drospirenone	drospirenone	Drospirenone	standard	23
1364	6586	DRUG	drospirenone / ethinyl estradiol / levomefolate pill	drospirenone / ethinyl estradiol / levomefolate pill	Drospirenone; ethinyl estradiol; levomefolate	PubChem	143
1365	6587	DRUG	drospirenone 3 mg / estetrol 14.2 mg oral tablet	drospirenone 3 mg / estetrol 14.2 mg oral tablet	Drospirenone; Estetrol	modified_drug	51
1366	1004	DRUG	drostanolone	drostanolone	Dromostanolone	standard	24
1367	1005	DRUG	drostanolone propionate	drostanolone propionate	Dromostanolone Propionate	standard	24
1368	1006	DRUG	drotaverine	drotaverine	Drotaverine	standard	6
1369	1007	DRUG	drotrecogin alfa	drotrecogin alfa	drotrecogin alfa	standard	12
1370	1008	DRUG	droxidopa	droxidopa	Droxidopa	standard	53
1371	1009	DRUG	duetact	duetact	pioglitazone; glimepiride	corrected_overlay	17
1372	1010	DRUG	dulaglutide	dulaglutide	Dulaglutide	standard	108
1373	1011	DRUG	duloxetine	duloxetine	Duloxetine	standard	11
1374	1012	DRUG	duodote	duodote	atropine; pralidoxime	corrected_overlay	13
1375	1013	DRUG	dupilumab	dupilumab	Dupilumab	standard	165
1376	1014	DRUG	durvalumab	durvalumab	Durvalumab	standard	72
1377	1015	DRUG	dutasteride	dutasteride	Dutasteride	standard	99
1378	6588	DRUG	dutasteride + tamsulosin	dutasteride + tamsulosin	Dutasteride; Tamsulosin	modified_drug	36
1379	1016	DRUG	duvelisib	duvelisib	Duvelisib	standard	6
1380	1017	DRUG	dyazide	dyazide	triamterene; hydrochlorothiazide	corrected_overlay	17
1381	1018	DRUG	dyclonine	dyclonine	Dyclonine	standard	38
1382	1019	DRUG	dydrogesterone	dydrogesterone	Dydrogesterone	standard	16
1383	1020	DRUG	dyphylline	dyphylline	Diprophylline	standard	77
1384	1021	DRUG	ebastine	ebastine	Ebastine	standard	6
1385	6589	DRUG	ebola zaire vaccine (live, attenuated)	ebola zaire vaccine (live, attenuated)	Ebola Zaire Vaccine, Live	DailyMed	43
1386	1022	DRUG	ecabet	ecabet	Ecabet	standard	4
1387	1023	DRUG	ecallantide	ecallantide	Ecallantide	DailyMed	110
1388	1024	DRUG	echothiophate	echothiophate	Echothiophate	standard	65
1389	1025	DRUG	econazole	econazole	Econazole	standard	38
1390	1026	DRUG	eculizumab	eculizumab	Eculizumab	standard	38
1391	1027	DRUG	edaravone	edaravone	Mci-186	standard	32
1392	1028	DRUG	edetate dipotassium anhydrous	edetate dipotassium anhydrous	Edetate Dipotassium Anhydrous	NCI Thesaurus; SNOMED CT	19
1393	1029	DRUG	edetate disodium anhydrous	edetate disodium anhydrous	Edetate Disodium	ChEBI	17
1394	1030	DRUG	edetic acid	edetic acid	Ethylenediaminetetraacetic Acid	standard	40
1395	1031	DRUG	edotreotide	edotreotide	Edotreotide	NCI Thesaurus	62
1396	1032	DRUG	edoxaban	edoxaban	Edoxaban	standard	65
1397	1033	DRUG	edoxudine	edoxudine	Edoxudin	standard	5
1398	1034	DRUG	edrophonium	edrophonium	Edrophonium	standard	126
1399	1035	DRUG	efalizumab	efalizumab	Efalizumab	standard	97
1400	1036	DRUG	efavirenz	efavirenz	Efavirenz	standard	75
1401	6590	DRUG	efavirenz / emtricitabine / tenofovir disoproxil pill	efavirenz / emtricitabine / tenofovir disoproxil pill	Efavirenz; Emtricitabine; Tenofovir Disoproxil	modified_drug	70
1402	6591	DRUG	efavirenz, lamivudine, tenofovir disoproxil fumarate drug combination	efavirenz, lamivudine, tenofovir disoproxil fumarate drug combination	efavirenz; lamivudine; tenofovir disoproxil	corrected_overlay	14
1403	1037	DRUG	efbemalenograstim alfa	efbemalenograstim alfa	Efbemalenograstim alfa	standard	82
1404	1038	DRUG	efgartigimod alfa	efgartigimod alfa	Efgartigimod Alfa	standard	90
1405	6592	DRUG	efgartigimod alfa / hyaluronidase injection	efgartigimod alfa / hyaluronidase injection	Efgartigimod Alfa; Hyaluronidase	modified_drug	38
1406	9541	DRUG	efgartigimod alfa and hyaluronidase-qvfc	efgartigimod alfa and hyaluronidase-qvfc	efgartigimod alfa	standard	90
1407	1039	DRUG	efinaconazole	efinaconazole	Efinaconazole	standard	89
1408	1040	DRUG	eflapegrastim	eflapegrastim	Eflapegrastim	standard	69
