row_index	source_line	entity_type	entity	norm_entity	standard_name	description_source	description_words
912	3819	DISEASE	cervical squamous cell carcinoma	cervical squamous cell carcinoma	cervical squamous cell carcinoma	standard	78
913	3820	DISEASE	cervical squamous intraepithelial neoplasia 1	cervical squamous intraepithelial neoplasia 1	Cervical Squamous Intraepithelial Neoplasia 1	standard	40
914	3821	DISEASE	cervicitis	cervicitis	Uterine Cervicitis	standard	5
915	3822	DISEASE	cervicofacial actinomycosis	cervicofacial actinomycosis	cervicofacial actinomycosis	standard	27
916	7019	DISEASE	cervix carcinoma recurrent	cervix carcinoma recurrent	cervical carcinoma	corrected_overlay	12
917	3823	DISEASE	cervix erosion	cervix erosion	Uterine Cervical Erosion	standard	11
918	3824	DISEASE	chagas disease	chagas disease	Chagas Disease	standard	63
919	3825	DISEASE	chancroid	chancroid	Chancroid	standard	37
920	3826	DISEASE	chapped skin	chapped skin	Chapped Skin	corrected_overlay	12
921	8446	DISEASE	Charcot-Marie-Tooth disease type 1A	charcot-marie-tooth disease type 1a	PMP22-RAI1 contiguous gene duplication syndrome	MedGen	109
922	8445	DISEASE	Charcot-Marie-Tooth disease type 1B	charcot-marie-tooth disease type 1b	Charcot-Marie-Tooth disease type 1B	MONDO	32
923	8460	DISEASE	Charcot-Marie-Tooth disease type 3	charcot-marie-tooth disease type 3	Charcot-Marie-Tooth disease type 5	MedGen	78
924	8960	DISEASE	Chediak-Higashi syndrome	chediak-higashi syndrome	Chediak-Higashi syndrome	MONDO	39
925	3827	DISEASE	cheek mucosa cancer	cheek mucosa cancer	cheek mucosa cancer	standard	7
926	3828	DISEASE	chemical burns	chemical burns	Burns, Chemical	standard	12
927	3829	DISEASE	chemotherapy induced nausea and vomiting	chemotherapy induced nausea and vomiting	Chemotherapy-Related Nausea and/or Vomiting	NCI Thesaurus	9
928	3830	DISEASE	chemotherapy-induced nausea and vomiting	chemotherapy-induced nausea and vomiting	Chemotherapy-Related Nausea and/or Vomiting	standard	9
929	3831	DISEASE	chemotherapy-induced oral mucositis	chemotherapy-induced oral mucositis	chemotherapy-induced oral mucositis	standard	13
930	3832	DISEASE	chickenpox	chickenpox	Chickenpox	standard	75
931	3833	DISEASE	chiclero ulcer	chiclero ulcer	Ulcer	standard	20
932	9269	DISEASE	chilblain lupus 1	chilblain lupus 1	chilblain lupus 1	MONDO	17
933	9439	DISEASE	chilblain lupus 2	chilblain lupus 2	chilblain lupus 2	MONDO	17
934	9122	DISEASE	CHILD syndrome	child syndrome	CHILD syndrome	MONDO	30
935	7020	DISEASE	childhood absence epilepsy	childhood absence epilepsy	Epilepsy, Absence	modified_disease	23
936	9157	DISEASE	childhood apraxia of speech	childhood apraxia of speech	childhood apraxia of speech	MONDO	15
937	9002	DISEASE	childhood hypophosphatasia	childhood hypophosphatasia	childhood hypophosphatasia	MONDO	39
938	7021	DISEASE	childhood leukemia	childhood leukemia	childhood leukemia	modified_disease	24
939	7022	DISEASE	childhood low-grade glioma	childhood low-grade glioma	childhood low-grade glioma	modified_disease	41
940	7023	DISEASE	childhood malignant neoplasm	childhood malignant neoplasm	childhood malignant neoplasm	modified_disease	21
941	7024	DISEASE	childhood rhabdomyosarcoma	childhood rhabdomyosarcoma	Childhood Rhabdomyosarcoma	modified_disease	28
942	7025	DISEASE	childhood-onset growth hormone deficiency (co-ghd)	childhood-onset growth hormone deficiency (co-ghd)	Growth Hormone Deficiency	modified_disease	13
943	3834	DISEASE	chlamydia	chlamydia	Chlamydia	standard	33
944	3835	DISEASE	chlamydia infections	chlamydia infections	Chlamydia Infections	standard	7
945	3836	DISEASE	chlamydia infectious disease	chlamydia infectious disease	chlamydia infectious disease	standard	7
946	3837	DISEASE	chlamydia pneumoniae	chlamydia pneumoniae	Chlamydophila pneumoniae	standard	17
947	3838	DISEASE	chloasma	chloasma	Melanosis	standard	11
948	3839	DISEASE	chloride deficiency	chloride deficiency	complement deficiency	standard	27
949	3840	DISEASE	cholangiocarcinoma	cholangiocarcinoma	Cholangiocarcinoma	standard	11
950	3841	DISEASE	cholangitis	cholangitis	Cholangitis	standard	12
951	3842	DISEASE	cholecystitis	cholecystitis	Cholecystitis	standard	20
952	3843	DISEASE	cholecystolithiasis	cholecystolithiasis	Cholecystolithiasis	standard	8
953	3844	DISEASE	choledocholithiasis	choledocholithiasis	Choledocholithiasis	standard	10
954	3845	DISEASE	cholelithiasis	cholelithiasis	Cholelithiasis	standard	20
955	3846	DISEASE	cholera	cholera	Cholera	standard	31
956	3847	DISEASE	cholestasis	cholestasis	Cholestasis	standard	21
957	7770	DISEASE	cholestasis, intrahepatic, of pregnancy, 1	cholestasis, intrahepatic, of pregnancy, 1	cholestasis	MONDO	20
958	3848	DISEASE	cholestatic pruritus	cholestatic pruritus	Pruritus; Cholestasis	corrected_overlay	12
959	9076	DISEASE	cholesteryl ester storage disease	cholesteryl ester storage disease	cholesteryl ester storage disease	MONDO	27
960	8516	DISEASE	chondrosarcoma	chondrosarcoma	Chondrosarcoma	MedGen	9
961	8517	DISEASE	chordoma	chordoma	Chordoma, susceptibility to	MedGen	72
962	3849	DISEASE	chorea	chorea	Chorea	standard	56
963	8936	DISEASE	chorea-acanthocytosis	chorea-acanthocytosis	VPS13A-related neurodegenerative disease	MedGen	150
964	3850	DISEASE	choriocarcinoma	choriocarcinoma	Choriocarcinoma	standard	52
965	3851	DISEASE	choriocarcinoma of testis	choriocarcinoma of testis	choriocarcinoma of testis	standard	30
966	3852	DISEASE	chorioretinitis	chorioretinitis	Chorioretinitis	standard	29
967	3853	DISEASE	choroidal neovascularization	choroidal neovascularization	Choroidal Neovascularization	standard	14
968	9113	DISEASE	choroideremia	choroideremia	choroideremia	MONDO	20
969	7888	DISEASE	choroideremia-deafness-obesity syndrome	choroideremia-deafness-obesity syndrome	choroideremia-deafness-obesity syndrome	MONDO	46
970	3854	DISEASE	choroiditis	choroiditis	Choroiditis	standard	4
971	9084	DISEASE	Christianson syndrome	christianson syndrome	Christianson syndrome	MONDO	22
972	3855	DISEASE	chromium deficiency	chromium deficiency	complement deficiency	standard	27
973	3856	DISEASE	chromoblastomycosis	chromoblastomycosis	Chromoblastomycosis	standard	72
974	3857	DISEASE	chromomycosis	chromomycosis	Chromoblastomycosis	standard	72
975	3858	DISEASE	chromophobe adenoma	chromophobe adenoma	Adenoma, Chromophobe	standard	19
976	7026	DISEASE	chronic alcoholism	chronic alcoholism	Alcoholism	modified_disease	21
977	7027	DISEASE	chronic anal fissure	chronic anal fissure	anus disease	modified_disease	13
978	7028	DISEASE	chronic anemia	chronic anemia	Anemia, Diamond-Blackfan	modified_disease	17
979	7029	DISEASE	chronic anterior uveitis	chronic anterior uveitis	anterior uveitis	modified_disease	17
980	7030	DISEASE	chronic anxiety	chronic anxiety	anxiety disorder	modified_disease	18
981	7031	DISEASE	chronic asthma	chronic asthma	chronic asthma	modified_disease	31
982	7032	DISEASE	chronic asthmatic bronchitis	chronic asthmatic bronchitis	chronic bronchitis	modified_disease	38
983	7033	DISEASE	chronic atrial fibrillation	chronic atrial fibrillation	Chronic Atrial Fibrillation	modified_disease	32
984	7034	DISEASE	chronic atrophic gastritis	chronic atrophic gastritis	chronic atrophic gastritis	modified_disease	14
985	7035	DISEASE	chronic bacterial prostatitis	chronic bacterial prostatitis	Prostatitis	modified_disease	16
986	7036	DISEASE	chronic bronchitis	chronic bronchitis	Bronchitis, Chronic	modified_disease	13
987	7037	DISEASE	chronic cancer pain	chronic cancer pain	Chronic Cancer Pain	modified_disease	16
988	7038	DISEASE	chronic constipation	chronic constipation	constipation disorder	modified_disease	15
989	7039	DISEASE	chronic cystitis	chronic cystitis	chronic cystitis	modified_disease	12
990	7040	DISEASE	chronic dermal ulcers	chronic dermal ulcers	Chronic Non-Specific Multiple Ulcers of the Small Intestine	modified_disease	36
991	7041	DISEASE	chronic diarrheal disease	chronic diarrheal disease	chronic diarrheal disease	modified_disease	12
992	7042	DISEASE	chronic emphysema	chronic emphysema	pulmonary emphysema	modified_disease	14
993	7043	DISEASE	chronic eosinophilic leukemia	chronic eosinophilic leukemia	chronic eosinophilic leukemia	modified_disease	32
994	7044	DISEASE	chronic gastritis	chronic gastritis	chronic gastritis	modified_disease	15
995	7045	DISEASE	chronic gouty arthritis	chronic gouty arthritis	Arthritis, Gouty	modified_disease	18
996	7046	DISEASE	chronic graft versus host disease	chronic graft versus host disease	Graft vs Host Disease	MeSH	30
997	7047	DISEASE	chronic granulomatous disease	chronic granulomatous disease	Granulomatous Disease, Chronic	modified_disease	30
998	7048	DISEASE	chronic heart failure	chronic heart failure	Heart Failure	modified_disease	29
999	7049	DISEASE	chronic heart failure with reduced ejection fraction	chronic heart failure with reduced ejection fraction	heart failure	modified_disease	27
1000	7050	DISEASE	chronic hepatitis (viral b)	chronic hepatitis (viral b)	chronic hepatitis B virus infection	MONDO	27
1001	7051	DISEASE	chronic hepatitis (viral c)	chronic hepatitis (viral c)	Hepatitis C, Chronic	MeSH	37
1002	7052	DISEASE	chronic hepatitis (viral d)	chronic hepatitis (viral d)	Hepatitis D	MeSH	40
1003	7053	DISEASE	chronic hepatitis b virus infection	chronic hepatitis b virus infection	Hepatitis B, Chronic	modified_disease	25
1004	7054	DISEASE	chronic hepatitis c	chronic hepatitis c	Hepatitis C, Chronic	modified_disease	25
1005	7055	DISEASE	chronic hepatitis c genotype 2	chronic hepatitis c genotype 2	chronic hepatitis C virus infection	modified_disease	15
1006	7056	DISEASE	chronic hepatitis c virus (genotype 4) infection	chronic hepatitis c virus (genotype 4) infection	chronic hepatitis C virus infection	modified_disease	19
1007	7057	DISEASE	chronic hepatitis c virus genotype 3 infection	chronic hepatitis c virus genotype 3 infection	chronic hepatitis C virus infection	modified_disease	17
1008	7058	DISEASE	chronic hepatitis c virus infection	chronic hepatitis c virus infection	chronic hepatitis C virus infection	modified_disease	15
1009	7059	DISEASE	chronic hyperammonemia	chronic hyperammonemia	hyperinsulinism-hyperammonemia syndrome	modified_disease	34
1010	7060	DISEASE	chronic idiopathic constipation	chronic idiopathic constipation	chronic idiopathic neuropathy	modified_disease	14
1011	7061	DISEASE	chronic idiopathic urticaria	chronic idiopathic urticaria	Chronic Urticaria	modified_disease	21
1012	7062	DISEASE	chronic immune thrombocytopenic purpura	chronic immune thrombocytopenic purpura	Purpura, Thrombocytopenic, Idiopathic	modified_disease	23
1013	9514	DISEASE	chronic inflammatory demyelinating polyneuropathy	chronic inflammatory demyelinating polyneuropathy	Chronic Inflammatory Demyelinating Polyneuropathy	NCI Thesaurus	28
1014	7063	DISEASE	chronic inflammatory demyelinating polyradiculoneuropathy	chronic inflammatory demyelinating polyradiculoneuropathy	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	modified_disease	20
1015	7064	DISEASE	chronic insomnia	chronic insomnia	Sleep Initiation and Maintenance Disorders	modified_disease	18
1016	7065	DISEASE	chronic iron overload	chronic iron overload	Iron Overload	modified_disease	32
1017	7066	DISEASE	chronic kidney disease	chronic kidney disease	Renal Insufficiency, Chronic	modified_disease	22
1018	7067	DISEASE	chronic kidney disease (ckd)	chronic kidney disease (ckd)	Renal Insufficiency, Chronic	modified_disease	23
1019	9515	DISEASE	chronic kidney disease in type 2 diabetes	chronic kidney disease in type 2 diabetes	chronic kidney disease	modified_disease	22
1020	7068	DISEASE	chronic leg ulcers	chronic leg ulcers	chronic urticaria	modified_disease	31
1021	7069	DISEASE	chronic liver disease	chronic liver disease	Chronic Liver Disease	modified_disease	23
1022	7070	DISEASE	chronic liver failure	chronic liver failure	End Stage Liver Disease	modified_disease	24
1023	7071	DISEASE	chronic low back pain	chronic low back pain	Low Back Pain	modified_disease	33
1024	7072	DISEASE	chronic lymphocytic leukemia	chronic lymphocytic leukemia	Leukemia, Lymphocytic, Chronic, B-Cell	modified_disease	18
1025	7073	DISEASE	chronic lymphocytic leukemia/small lymphocytic lymphoma	chronic lymphocytic leukemia/small lymphocytic lymphoma	chronic lymphocytic leukemia/small lymphocytic lymphoma	modified_disease	19
1026	7074	DISEASE	chronic lymphocytic thyroiditis	chronic lymphocytic thyroiditis	Hashimoto Disease	modified_disease	22
1027	7075	DISEASE	chronic metabolic acidosis	chronic metabolic acidosis	Chronic metabolic acidosis	modified_disease	10
1028	7076	DISEASE	chronic musculoskeletal pain	chronic musculoskeletal pain	chronic pain syndrome	modified_disease	13
1029	7077	DISEASE	chronic myelogenous leukemia, bcr-abl1 positive	chronic myelogenous leukemia, bcr-abl1 positive	chronic myeloid leukemia	modified_disease	22
1030	7078	DISEASE	chronic myeloid leukemia	chronic myeloid leukemia	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	modified_disease	20
1031	7079	DISEASE	chronic myeloid leukemia (cml)	chronic myeloid leukemia (cml)	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	modified_disease	21
1032	7080	DISEASE	chronic myelomonocytic leukemia	chronic myelomonocytic leukemia	Leukemia, Myelomonocytic, Chronic	modified_disease	32
1033	7081	DISEASE	chronic non-infectious uveitis affecting the posterior segment of the eye	chronic non-infectious uveitis affecting the posterior segment of the eye	uveitis	modified_disease	40
1034	7082	DISEASE	chronic nonagitated schizophrenia	chronic nonagitated schizophrenia	Schizophrenia, Paranoid	modified_disease	26
1035	7083	DISEASE	chronic obstructive lung disease	chronic obstructive lung disease	Pulmonary Disease, Chronic Obstructive	modified_disease	16
1036	7084	DISEASE	chronic obstructive pulmonary disease	chronic obstructive pulmonary disease	Pulmonary Disease, Chronic Obstructive	modified_disease	16
1037	7085	DISEASE	chronic obstructive pulmonary disease (copd)	chronic obstructive pulmonary disease (copd)	Pulmonary Disease, Chronic Obstructive	modified_disease	17
1038	9516	DISEASE	chronic obstructive pulmonary disease with eosinophilic phenotype	chronic obstructive pulmonary disease with eosinophilic phenotype	chronic obstructive pulmonary disease	modified_disease	16
1039	7086	DISEASE	chronic open-angle glaucoma	chronic open-angle glaucoma	Glaucoma, Open-Angle	modified_disease	31
1040	7087	DISEASE	chronic pain	chronic pain	Chronic Pain	modified_disease	16
1041	7088	DISEASE	chronic pain syndrome	chronic pain syndrome	chronic pain syndrome	modified_disease	13
1042	7089	DISEASE	chronic pancreatitis	chronic pancreatitis	Pancreatitis, Chronic	modified_disease	26
1043	7090	DISEASE	chronic phase chronic myeloid leukemia	chronic phase chronic myeloid leukemia	Chronic Phase Chronic Myeloid Leukemia, BCR-ABL1 Positive	modified_disease	42
1044	7091	DISEASE	chronic plaque psoriasis	chronic plaque psoriasis	psoriasis	modified_disease	27
1045	7991	DISEASE	chronic primary adrenal insufficiency	chronic primary adrenal insufficiency	Adrenal gland agenesis	MedGen	6
1046	7092	DISEASE	chronic psychosis	chronic psychosis	Psychotic Disorders	MeSH	36
1047	7093	DISEASE	chronic purulent otitis media	chronic purulent otitis media	chronic purulent otitis media	modified_disease	28
1048	7094	DISEASE	chronic renal failure	chronic renal failure	Kidney Failure, Chronic	modified_disease	13
1049	7095	DISEASE	chronic renal insufficiency	chronic renal insufficiency	Renal Insufficiency, Chronic	modified_disease	22
1050	7096	DISEASE	chronic rhinitis	chronic rhinitis	chronic rhinitis	modified_disease	13
1051	7097	DISEASE	chronic rhinosinusitis	chronic rhinosinusitis	chronic rhinosinusitis	modified_disease	10
1052	7098	DISEASE	chronic rhinosinusitis with nasal polyps	chronic rhinosinusitis with nasal polyps	chronic rhinosinusitis	modified_disease	13
1053	7099	DISEASE	chronic rhinosinusitis with nasal polyps (crswnp)	chronic rhinosinusitis with nasal polyps (crswnp)	chronic rhinosinusitis	modified_disease	18
1054	7100	DISEASE	chronic rhinosinusitis without nasal polyps	chronic rhinosinusitis without nasal polyps	chronic rhinosinusitis	modified_disease	13
1055	7101	DISEASE	chronic sinusitis	chronic sinusitis	chronic rhinosinusitis	modified_disease	10
1056	7102	DISEASE	chronic small plaque psoriasis	chronic small plaque psoriasis	small plaque parapsoriasis	modified_disease	25
1057	7103	DISEASE	chronic spasticity	chronic spasticity	chronic pancreatitis	modified_disease	17
1058	7104	DISEASE	chronic stable angina pectoris	chronic stable angina pectoris	Angina, Stable	modified_disease	27
1059	7105	DISEASE	chronic stable plaque psoriasis	chronic stable plaque psoriasis	psoriasis	modified_disease	28
1060	7106	DISEASE	chronic subinvolution of uterus	chronic subinvolution of uterus	chronic subinvolution of uterus	modified_disease	28
1061	7107	DISEASE	chronic thromboembolic pulmonary hypertension	chronic thromboembolic pulmonary hypertension	chronic thromboembolic pulmonary hypertension	modified_disease	30
1062	7108	DISEASE	chronic transplant rejection	chronic transplant rejection	chronic transplant rejection	modified_disease	25
1063	7109	DISEASE	chronic ulcer of skin	chronic ulcer of skin	chronic ulcer of skin, non-human animal	modified_disease	17
1064	7110	DISEASE	chronic ulcerative colitis	chronic ulcerative colitis	ulcerative colitis	modified_disease	21
1065	7111	DISEASE	chronic urea-splitting urinary infection	chronic urea-splitting urinary infection	bacterial urinary tract infection	modified_disease	26
1066	7112	DISEASE	chronic uremia	chronic uremia	uremia	modified_disease	23
1067	7113	DISEASE	chronic urinary tract infection	chronic urinary tract infection	bacterial urinary tract infection	modified_disease	26
1068	7114	DISEASE	chronic urticaria	chronic urticaria	Chronic Urticaria	modified_disease	20
1069	9517	DISEASE	chronic weight management in obesity or overweight	chronic weight management in obesity or overweight	Chronic Weight Management in Obesity or Overweight	curated_indication_definition	38
1070	9177	DISEASE	Chudley-McCullough syndrome	chudley-mccullough syndrome	Chudley-McCullough syndrome	MONDO	13
1071	3859	DISEASE	chylothorax	chylothorax	Chylothorax	standard	11
1072	3860	DISEASE	chylous ascites	chylous ascites	Chylous Ascites	standard	13
1073	3861	DISEASE	chyluria	chyluria	Chyluria	corrected_overlay	20
1074	3862	DISEASE	cic-rearranged sarcoma	cic-rearranged sarcoma	CIC-rearranged sarcoma	standard	44
1075	3863	DISEASE	cicatrix, hypertrophic	cicatrix, hypertrophic	Cicatrix, Hypertrophic	standard	27
1076	3864	DISEASE	cinca syndrome	cinca syndrome	Cryopyrin-Associated Periodic Syndromes	standard	62
1077	3865	DISEASE	circadian rhythm sleep disorder, shift work type	circadian rhythm sleep disorder, shift work type	circadian rhythm sleep disorder, shift work type	standard	42
1078	8961	DISEASE	cirrhosis, familial	cirrhosis, familial	cirrhosis, familial	MONDO	9
1079	9518	DISEASE	cisplatin-associated ototoxicity	cisplatin-associated ototoxicity	Cisplatin-Associated Ototoxicity	curated_adverse_condition_definition	31
1080	3866	DISEASE	citrobacter infections	citrobacter infections	Citrobacter infection	corrected_overlay	9
1081	3867	DISEASE	citrullinemia	citrullinemia	Citrullinemia	standard	62
1082	8962	DISEASE	citrullinemia type I	citrullinemia type i	citrullinemia type I	MONDO	45
1083	9103	DISEASE	CK syndrome	ck syndrome	CK syndrome	MONDO	13
1084	7115	DISEASE	classic congenital adrenal hyperplasia	classic congenital adrenal hyperplasia	classic congenital adrenal hyperplasia	modified_disease	70
1085	8984	DISEASE	classic galactosemia	classic galactosemia	classic galactosemia	MONDO	23
1086	7845	DISEASE	classic Hodgkin lymphoma	classic hodgkin lymphoma	classic Hodgkin lymphoma	MONDO	23
1087	3868	DISEASE	classic homocystinuria	classic homocystinuria	classic homocystinuria	standard	24
1088	3869	DISEASE	classical phenylketonuria	classical phenylketonuria	Phenylketonurias	standard	67
1089	3870	DISEASE	climacteric discomfort	climacteric discomfort	chest discomfort	standard	35
1090	3871	DISEASE	clinically isolated syndrome	clinically isolated syndrome	Clinically isolated syndrome	standard	21
1091	3872	DISEASE	cll variants	cll variants	chronic lymphocytic leukemia variants	corrected_overlay	14
1092	3873	DISEASE	clomipramine poisoning	clomipramine poisoning	poisoning / intoxication	corrected_overlay	8
1093	3874	DISEASE	clonic seizure	clonic seizure	Seizures	standard	39
1094	3875	DISEASE	clonorchiasis	clonorchiasis	Clonorchiasis	standard	48
1095	3876	DISEASE	clonus	clonus	Clonus	standard	41
1096	3877	DISEASE	clostridium difficile colitis	clostridium difficile colitis	Clostridium difficile colitis	standard	60
1097	3878	DISEASE	clostridium difficile diarrhea	clostridium difficile diarrhea	Clostridium difficile colitis	standard	60
1098	3879	DISEASE	clostridium difficile infection	clostridium difficile infection	Clostridium Infections	standard	16
1099	3880	DISEASE	clostridium difficile infections	clostridium difficile infections	Clostridium Infections	standard	16
1100	3881	DISEASE	clostridium difficile-associated diarrhea	clostridium difficile-associated diarrhea	Clostridioides difficile-associated diarrhea	corrected_overlay	16
1101	3882	DISEASE	clostridium infectious disease	clostridium infectious disease	Clostridium infectious disease	standard	7
1102	8847	DISEASE	clubfoot	clubfoot	clubfoot	MONDO	32
1103	3883	DISEASE	cluster headache	cluster headache	Cluster Headache	standard	73
1104	3884	DISEASE	cluster headache syndrome	cluster headache syndrome	Cluster Headache	standard	73
1105	3885	DISEASE	coagulation factor deficiency	coagulation factor deficiency	coagulation protein disease	standard	14
1106	3886	DISEASE	coagulation protein disease	coagulation protein disease	coagulation protein disease	standard	14
1107	3887	DISEASE	coagulopathy	coagulopathy	blood coagulation disease	standard	19
1108	3888	DISEASE	coarctation of aorta	coarctation of aorta	Aortic Coarctation	standard	45
1109	3889	DISEASE	cocaine addiction	cocaine addiction	Cocaine-Related Disorders	standard	8
1110	3890	DISEASE	cocaine-related disorders	cocaine-related disorders	Cocaine-Related Disorders	standard	8
1111	3891	DISEASE	coccidioidomycosis	coccidioidomycosis	Coccidioidomycosis	standard	78
1112	8518	DISEASE	Cockayne syndrome type 1	cockayne syndrome type 1	Cockayne syndrome type 1	MedGen	219
1113	9140	DISEASE	CODAS syndrome	codas syndrome	CODAS syndrome	MONDO	17
1114	3892	DISEASE	cognitive disorder	cognitive disorder	Cognitive Dysfunction	standard	7
1115	3893	DISEASE	cognitive impairment	cognitive impairment	Cognitive Dysfunction	standard	7
1116	8963	DISEASE	Cohen syndrome	cohen syndrome	Cohen syndrome	MONDO	27
1117	3894	DISEASE	coinfection	coinfection	Coinfection	standard	29
1118	3895	DISEASE	cold urticaria	cold urticaria	Cold Urticaria	standard	42
1119	8448	DISEASE	coloboma, ocular, autosomal dominant	coloboma, ocular, autosomal dominant	Coloboma, ocular, autosomal dominant	MedGen	182
1120	8519	DISEASE	coloboma, ocular, autosomal recessive	coloboma, ocular, autosomal recessive	Coloboma, ocular, autosomal recessive	MedGen	135
1121	3896	DISEASE	colon burkitt lymphoma	colon burkitt lymphoma	colon Burkitt lymphoma	standard	9
1122	3897	DISEASE	colon cancer	colon cancer	Colonic Neoplasms	standard	6
1123	3898	DISEASE	colon carcinoma	colon carcinoma	colon carcinoma	standard	10
1124	3899	DISEASE	colonic neoplasms	colonic neoplasms	Colonic Neoplasms	standard	6
1125	3900	DISEASE	colorectal adenocarcinoma	colorectal adenocarcinoma	Colorectal Adenocarcinoma	NCI Thesaurus	45
1126	3901	DISEASE	colorectal adenoma	colorectal adenoma	colorectal adenoma	standard	13
1127	3902	DISEASE	colorectal cancer	colorectal cancer	Colorectal Neoplasms	standard	32
1128	8639	DISEASE	colorectal cancer, susceptibility to, 1	colorectal cancer, susceptibility to, 1	colorectal cancer, susceptibility to, 1	MONDO	17
1129	3903	DISEASE	colorectal carcinoma	colorectal carcinoma	Colorectal Neoplasms	standard	32
1130	3904	DISEASE	colorectal gastrointestinal stromal tumor	colorectal gastrointestinal stromal tumor	colorectal gastrointestinal stromal tumor	standard	49
1131	3905	DISEASE	coma	coma	Coma	standard	36
1132	8527	DISEASE	combined immunodeficiency due to DOCK8 deficiency	combined immunodeficiency due to dock8 deficiency	Combined immunodeficiency due to DOCK8 deficiency	MedGen	93
1133	8995	DISEASE	combined immunodeficiency with skin granulomas	combined immunodeficiency with skin granulomas	combined immunodeficiency with skin granulomas	MONDO	16
1134	3906	DISEASE	combined pulmonary fibrosis-emphysema syndrome	combined pulmonary fibrosis-emphysema syndrome	Combined pulmonary fibrosis-emphysema syndrome	standard	65
1135	3907	DISEASE	comedonal acne	comedonal acne	Comedonal acne	standard	22
1136	3908	DISEASE	common cold	common cold	Common Cold	standard	26
1137	3909	DISEASE	common migraine	common migraine	Migraine without Aura	standard	51
1138	3910	DISEASE	common variable immunodeficiency	common variable immunodeficiency	Common Variable Immunodeficiency	standard	21
1139	3911	DISEASE	common wart	common wart	common wart	standard	13
1140	7116	DISEASE	community-acquired bacterial pneumonia	community-acquired bacterial pneumonia	bacterial pneumonia	modified_disease	28
1141	3912	DISEASE	community-acquired pneumonia	community-acquired pneumonia	Community-Acquired Pneumonia	standard	57
1142	3913	DISEASE	compensated hypothyroidism	compensated hypothyroidism	Compensated Hypothyroidism	standard	14
1143	3914	DISEASE	compensated liver disease	compensated liver disease	compensated liver disease	corrected_overlay	20
1144	9519	DISEASE	complement 3 glomerulopathy	complement 3 glomerulopathy	complement 3 glomerulopathy	MONDO	29
1145	9257	DISEASE	complement factor H deficiency	complement factor h deficiency	complement factor H deficiency	MONDO	15
1146	3915	DISEASE	complex partial epilepsy	complex partial epilepsy	Epilepsy, Complex Partial	standard	95
1147	7117	DISEASE	complex perianal fistulas in adult patients with non-active or mildly active luminal crohn's disease	complex perianal fistulas in adult patients with non-active or mildly active luminal crohn's disease	Crohn disease	modified_disease	45
1148	3916	DISEASE	complicated intra-abdominal infections	complicated intra-abdominal infections	intra-abdominal hemangioma	standard	9
1149	3917	DISEASE	complicated pyelonephritis	complicated pyelonephritis	pyelonephritis	standard	38
1150	3918	DISEASE	complicated skin and skin structure infections	complicated skin and skin structure infections	Skin	standard	19
1151	3919	DISEASE	complicated urinary tract infection	complicated urinary tract infection	bacterial urinary tract infection	standard	34
1152	3920	DISEASE	complicated urinary tract infections	complicated urinary tract infections	urinary tract obstruction	standard	11
1153	3921	DISEASE	complications of leptin deficiency	complications of leptin deficiency	obesity due to congenital leptin deficiency	standard	17
1154	3922	DISEASE	compulsion	compulsion	compulsion	standard	23
1155	3923	DISEASE	conduct disorder	conduct disorder	Conduct Disorder	standard	64
1156	3924	DISEASE	condylomata acuminata	condylomata acuminata	Condylomata Acuminata	standard	13
1157	9158	DISEASE	cone dystrophy 3	cone dystrophy 3	cone dystrophy 3	MONDO	17
1158	9344	DISEASE	cone dystrophy 4	cone dystrophy 4	cone dystrophy 4	MONDO	17
1159	7118	DISEASE	congenital adrenal hyperplasia	congenital adrenal hyperplasia	Adrenal Hyperplasia, Congenital	modified_disease	63
1160	7986	DISEASE	congenital afibrinogenemia	congenital afibrinogenemia	Congenital afibrinogenemia	MedGen	178
1161	7119	DISEASE	congenital agammaglobulinemia	congenital agammaglobulinemia	congenital agammaglobulinemia	modified_disease	24
1162	7120	DISEASE	congenital athetosis	congenital athetosis	congenital	modified_disease	22
1163	9449	DISEASE	congenital diarrhea 6	congenital diarrhea 6	congenital diarrhea 6	MONDO	17
1164	9376	DISEASE	congenital dyserythropoietic anemia type 4	congenital dyserythropoietic anemia type 4	congenital dyserythropoietic anemia type 4	MONDO	27
1165	8975	DISEASE	congenital factor V deficiency	congenital factor v deficiency	congenital factor V deficiency	MONDO	26
1166	7121	DISEASE	congenital factor vii deficiency	congenital factor vii deficiency	congenital factor VII deficiency	modified_disease	48
1167	7122	DISEASE	congenital factor x deficiency	congenital factor x deficiency	congenital factor X deficiency	modified_disease	62
1168	7123	DISEASE	congenital factor xiii deficiency	congenital factor xiii deficiency	congenital factor XIII deficiency	modified_disease	74
1169	7124	DISEASE	congenital fibrinogen deficiency	congenital fibrinogen deficiency	congenital fibrinogen deficiency	modified_disease	57
1170	7125	DISEASE	congenital generalized lipodystrophy	congenital generalized lipodystrophy	Lipodystrophy, Congenital Generalized	modified_disease	43
1171	9232	DISEASE	congenital generalized lipodystrophy type 1	congenital generalized lipodystrophy type 1	congenital generalized lipodystrophy type 1	MONDO	18
