row_index	source_line	entity_type	entity	norm_entity	standard_name	description_source	description_words
3051	5007	DISEASE	methanol poisoning	methanol poisoning	methanol poisoning	standard	57
3052	5008	DISEASE	methemoglobinemia	methemoglobinemia	Methemoglobinemia	standard	74
3053	7859	DISEASE	methemoglobinemia type 4	methemoglobinemia type 4	methemoglobinemia type 4	MONDO	16
3054	7397	DISEASE	methicillin-resistant staphylococcus aureus infectious disease	methicillin-resistant staphylococcus aureus infectious disease	methicillin-resistant staphylococcus aureus infectious disease	modified_disease	45
3055	5009	DISEASE	methotrexate toxicity	methotrexate toxicity	Methotrexate Toxicity	standard	6
3056	5010	DISEASE	methylcobalamin deficiency type cblg	methylcobalamin deficiency type cblg	methylcobalamin deficiency type cblG	standard	116
3057	5011	DISEASE	methylmalonic acidemia	methylmalonic acidemia	methylmalonic acidemia	standard	45
3058	7398	DISEASE	methylmalonic acidemia due to methylmalonyl-coa epimerase deficiency	methylmalonic acidemia due to methylmalonyl-coa epimerase deficiency	methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	modified_disease	42
3059	5012	DISEASE	mevalonate kinase deficiency	mevalonate kinase deficiency	Mevalonate kinase deficiency	corrected_overlay	18
3060	9184	DISEASE	MHC class I deficiency 1	mhc class i deficiency 1	MHC class I deficiency 1	MONDO	16
3061	8955	DISEASE	MHC class II deficiency 1	mhc class ii deficiency 1	MHC class II deficiency 1	MONDO	16
3062	9363	DISEASE	microcephaly, seizures, and developmental delay	microcephaly, seizures, and developmental delay	microcephaly, seizures, and developmental delay	MONDO	32
3063	5013	DISEASE	micrococcus luteus or micrococcus lylae	micrococcus luteus or micrococcus lylae	Micrococcus luteus	standard	23
3064	5014	DISEASE	microcytic anemia with liver iron overload	microcytic anemia with liver iron overload	microcytic anemia with liver iron overload	standard	26
3065	8949	DISEASE	microphthalmia with limb anomalies	microphthalmia with limb anomalies	microphthalmia with limb anomalies	MONDO	26
3066	7399	DISEASE	microsatellite instability-high (msi-h) or mismatch repair deficient cancer (dmmr)	microsatellite instability-high (msi-h) or mismatch repair deficient cancer (dmmr)	cancer with MSI-H or dMMR biomarker phenotype	oncology biomarker terminology	56
3067	5015	DISEASE	microsatellite instability-high colorectal cancer	microsatellite instability-high colorectal cancer	microsatellite instability-high colorectal cancer	corrected_overlay	14
3068	5016	DISEASE	microsatellite instability-high solid malignant tumor	microsatellite instability-high solid malignant tumor	High-Frequency Microsatellite Instability	standard	25
3069	5017	DISEASE	microscopic polyangiitis	microscopic polyangiitis	Microscopic Polyangiitis	standard	36
3070	6418	DISEASE	microscopic polyangiitis (mpa)	microscopic polyangiitis (mpa)	microscopic polyangiitis	alias_disease	23
3071	5018	DISEASE	middle insomnia	middle insomnia	Middle Insomnia	standard	3
3072	5019	DISEASE	migraine	migraine	Migraine Disorders	standard	41
3073	5020	DISEASE	migraine with aura	migraine with aura	Migraine with Aura	standard	68
3074	5021	DISEASE	migraine with brainstem aura	migraine with brainstem aura	migraine with brainstem aura	standard	17
3075	7782	DISEASE	migraine with or without aura, susceptibility to, 1	migraine with or without aura, susceptibility to, 1	migraine with or without aura, susceptibility to	MONDO	12
3076	7920	DISEASE	migraine with or without aura, susceptibility to, 3	migraine with or without aura, susceptibility to, 3	migraine with or without aura, susceptibility to	MONDO	12
3077	7923	DISEASE	migraine with or without aura, susceptibility to, 5	migraine with or without aura, susceptibility to, 5	migraine with or without aura, susceptibility to	MONDO	12
3078	7924	DISEASE	migraine with or without aura, susceptibility to, 6	migraine with or without aura, susceptibility to, 6	migraine with or without aura, susceptibility to	MONDO	12
3079	7922	DISEASE	migraine without aura, susceptibility to, 4	migraine without aura, susceptibility to, 4	migraine without aura, susceptibility to, 4	MONDO	10
3080	7884	DISEASE	migraine, familial typical, susceptibility to, 2	migraine, familial typical, susceptibility to, 2	Migraine	HPO	15
3081	5022	DISEASE	migraines	migraines	Migraine Disorders	standard	41
3082	7400	DISEASE	mild dementia	mild dementia	Dementia	MeSH	33
3083	7401	DISEASE	mild erysipelas	mild erysipelas	erysipelas	modified_disease	18
3084	7402	DISEASE	mild hpa	mild hpa	mild hyperphenylalaninemia	modified_disease	28
3085	7403	DISEASE	mild neurocognitive disorder	mild neurocognitive disorder	Neurocognitive Disorders	modified_disease	16
3086	7404	DISEASE	mild to moderate dementia associated with parkinson's disease	mild to moderate dementia associated with parkinson's disease	Parkinson disease	modified_disease	45
3087	7405	DISEASE	mild to moderate dementia of the alzheimer's type	mild to moderate dementia of the alzheimer's type	Discomfort Scale for Patients with Dementia of the Alzheimer's Type	modified_disease	34
3088	5023	DISEASE	miliary tuberculosis	miliary tuberculosis	miliary tuberculosis	standard	35
3089	7855	DISEASE	Miller-Dieker lissencephaly syndrome	miller-dieker lissencephaly syndrome	Miller-Dieker lissencephaly syndrome	MONDO	66
3090	5024	DISEASE	minimal change nephropathy	minimal change nephropathy	minimal change disease	standard	30
3091	5025	DISEASE	minor cuts	minor cuts	minor cut / superficial wound	corrected_overlay	12
3092	5026	DISEASE	miosis	miosis	Miosis	standard	23
3093	5027	DISEASE	miscarriage	miscarriage	Abortion, Spontaneous	standard	16
3094	7880	DISEASE	mismatch repair cancer syndrome 1	mismatch repair cancer syndrome 1	mismatch repair cancer syndrome 1	MONDO	41
3095	5028	DISEASE	mismatch repair cancer syndrome 2	mismatch repair cancer syndrome 2	mismatch repair cancer syndrome 2	standard	42
3096	5029	DISEASE	mite allergy	mite allergy	Dust Mite Allergy	standard	23
3097	9016	DISEASE	mitochondrial complex II deficiency, nuclear type 1	mitochondrial complex ii deficiency, nuclear type 1	mitochondrial complex II deficiency, nuclear type 1	MONDO	120
3098	9167	DISEASE	mitochondrial DNA depletion syndrome 1	mitochondrial dna depletion syndrome 1	mitochondrial DNA depletion syndrome 1	MONDO	16
3099	7816	DISEASE	mitochondrial DNA depletion syndrome 4a	mitochondrial dna depletion syndrome 4a	mitochondrial DNA depletion syndrome 4a	MONDO	27
3100	8531	DISEASE	mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy	mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy	Mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy	MedGen	86
3101	9453	DISEASE	mitochondrial pyruvate carrier deficiency	mitochondrial pyruvate carrier deficiency	mitochondrial pyruvate carrier deficiency	MONDO	24
3102	5030	DISEASE	mixed anxiety and depressive disorder	mixed anxiety and depressive disorder	Depressive Disorder	standard	26
3103	5031	DISEASE	mixed connective tissue disease	mixed connective tissue disease	mixed connective tissue disease	standard	110
3104	5032	DISEASE	mixed dyslipidemia	mixed dyslipidemia	syndromic dyslipidemia	standard	12
3105	5033	DISEASE	mixed hyperlipidemia	mixed hyperlipidemia	Mixed Hyperlipidemia	standard	14
3106	5034	DISEASE	mixed testicular germ cell cancer	mixed testicular germ cell cancer	mixed testicular germ cell cancer	standard	42
3107	5035	DISEASE	mixed vascular malformation	mixed vascular malformation	mixed vascular malformation	corrected_overlay	25
3108	5036	DISEASE	mixed-cell type lymphoma	mixed-cell type lymphoma	mixed cell type kidney Wilms' tumor	standard	26
3109	8536	DISEASE	Miyoshi muscular dystrophy 1	miyoshi muscular dystrophy 1	Miyoshi muscular dystrophy 1	MedGen	169
3110	9359	DISEASE	Miyoshi muscular dystrophy 3	miyoshi muscular dystrophy 3	Miyoshi muscular dystrophy 3	MONDO	15
3111	5037	DISEASE	miyoshi myopathy	miyoshi myopathy	Miyoshi myopathy	standard	26
3112	7406	DISEASE	moderate acne vulgaris	moderate acne vulgaris	acne	modified_disease	26
3113	7407	DISEASE	moderate dementia	moderate dementia	dementia	modified_disease	18
3114	7408	DISEASE	moderate hypertension	moderate hypertension	moderate hypophosphatasia	modified_disease	34
3115	7409	DISEASE	moderate multiminicore disease with hand involvement	moderate multiminicore disease with hand involvement	congenital myopathy 1B	modified_disease	46
3116	7410	DISEASE	moderate pain	moderate pain	Moderate Extremity Pain	modified_disease	36
3117	7411	DISEASE	moderate to severe binge eating disorder	moderate to severe binge eating disorder	binge eating disorder	modified_disease	14
3118	7412	DISEASE	moderate to severe pemphigus vulgaris	moderate to severe pemphigus vulgaris	moderate to severe pemphigus vulgaris	corrected_overlay	28
3119	7413	DISEASE	moderate to severe persistent asthma	moderate to severe persistent asthma	asthma	modified_disease	47
3120	7414	DISEASE	moderate to severe rheumatoid arthritis	moderate to severe rheumatoid arthritis	rheumatoid arthritis	modified_disease	24
3121	7415	DISEASE	moderate-to-severe glabellar lines	moderate-to-severe glabellar lines	Has Moderate or Severe Renal Disease Question	modified_disease	21
3122	5038	DISEASE	moderately active ulcerative colitis	moderately active ulcerative colitis	ulcerative colitis	standard	43
3123	5039	DISEASE	molluscum contagiosum	molluscum contagiosum	Molluscum Contagiosum	standard	23
3124	5040	DISEASE	molybdenum cofactor deficiency (mocd) type a	molybdenum cofactor deficiency (mocd) type a	sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	standard	18
3125	7416	DISEASE	monilial infections of the skin caused by candida albicans	monilial infections of the skin caused by candida albicans	cutaneous candidiasis; Candida albicans	MONDO;NCI Thesaurus	68
3126	5041	DISEASE	monkeypox	monkeypox	Mpox, Monkeypox	standard	54
3127	5042	DISEASE	monocytic leukemia	monocytic leukemia	acute monocytic leukemia	standard	78
3128	9426	DISEASE	monocytopenia with susceptibility to infections	monocytopenia with susceptibility to infections	monocytopenia with susceptibility to infections	MONDO	16
3129	5043	DISEASE	mood disorder	mood disorder	mood disorder	standard	18
3130	5044	DISEASE	moraxella catarrhalis	moraxella catarrhalis	Moraxella catarrhalis	standard	19
3131	5045	DISEASE	moraxella catarrhalis infection	moraxella catarrhalis infection	Moraxella catarrhalis infection	corrected_overlay	12
3132	5046	DISEASE	moraxella infections	moraxella infections	Moraxellaceae Infections	standard	7
3133	5047	DISEASE	moraxellaceae infectious disease	moraxellaceae infectious disease	Moraxellaceae infectious disease	standard	7
3134	5048	DISEASE	morganella infection	morganella infection	Morganella infection	corrected_overlay	9
3135	5049	DISEASE	morphea	morphea	Scleroderma, Localized	standard	46
3136	5050	DISEASE	morphinan opioid overdose	morphinan opioid overdose	Opioid	standard	36
3137	5051	DISEASE	motion sickness	motion sickness	Motion Sickness	standard	31
3138	5052	DISEASE	motion sickness in dogs	motion sickness in dogs	motion sickness	standard	29
3139	5053	DISEASE	mouth ulcers	mouth ulcers	Oral Ulcer	standard	55
3140	6419	DISEASE	muckle-wells syndrome (mws)	muckle-wells syndrome (mws)	Muckle-Wells syndrome	alias_disease	39
3141	5054	DISEASE	mucocutaneous lymph node syndrome	mucocutaneous lymph node syndrome	Mucocutaneous Lymph Node Syndrome	standard	45
3142	9017	DISEASE	mucolipidosis type II	mucolipidosis type ii	mucolipidosis type II	MONDO	23
3143	9019	DISEASE	mucolipidosis type IV	mucolipidosis type iv	mucolipidosis type IV	MONDO	12
3144	5055	DISEASE	mucopolysaccharidosis	mucopolysaccharidosis	Mucopolysaccharidoses	standard	38
3145	5056	DISEASE	mucopolysaccharidosis ii	mucopolysaccharidosis ii	Mucopolysaccharidosis II	standard	55
3146	5057	DISEASE	mucopolysaccharidosis iv a	mucopolysaccharidosis iv a	Mucopolysaccharidosis IV	standard	35
3147	7417	DISEASE	mucopolysaccharidosis type 1	mucopolysaccharidosis type 1	mucopolysaccharidosis type 1	modified_disease	19
3148	9126	DISEASE	mucopolysaccharidosis type 2	mucopolysaccharidosis type 2	mucopolysaccharidosis type 2	MONDO	45
3149	8532	DISEASE	mucopolysaccharidosis type 3A	mucopolysaccharidosis type 3a	Mucopolysaccharidosis, MPS-III-A	MedGen	161
3150	8533	DISEASE	mucopolysaccharidosis type 3B	mucopolysaccharidosis type 3b	Mucopolysaccharidosis, MPS-III-B	MedGen	161
3151	8534	DISEASE	mucopolysaccharidosis type 3C	mucopolysaccharidosis type 3c	Mucopolysaccharidosis, MPS-III-C	MedGen	161
3152	8535	DISEASE	mucopolysaccharidosis type 3D	mucopolysaccharidosis type 3d	Mucopolysaccharidosis, MPS-III-D	MedGen	161
3153	7418	DISEASE	mucopolysaccharidosis type 4	mucopolysaccharidosis type 4	mucopolysaccharidosis type 4	modified_disease	37
3154	7419	DISEASE	mucopolysaccharidosis type 4a	mucopolysaccharidosis type 4a	mucopolysaccharidosis type 4A	modified_disease	35
3155	9020	DISEASE	mucopolysaccharidosis type 4B	mucopolysaccharidosis type 4b	mucopolysaccharidosis type 4B	MONDO	24
3156	7420	DISEASE	mucopolysaccharidosis type 6	mucopolysaccharidosis type 6	Mucopolysaccharidosis VI	modified_disease	20
3157	9021	DISEASE	mucopolysaccharidosis type 7	mucopolysaccharidosis type 7	mucopolysaccharidosis type 7	MONDO	18
3158	9153	DISEASE	mucopolysaccharidosis type 9	mucopolysaccharidosis type 9	mucopolysaccharidosis type 9	MONDO	24
3159	5058	DISEASE	mucopolysaccharidosis vi	mucopolysaccharidosis vi	mucopolysaccharidosis VI	MeSH	23
3160	5059	DISEASE	mucopolysaccharidosis vii	mucopolysaccharidosis vii	Mucopolysaccharidosis VII	standard	22
3161	5060	DISEASE	mucormycosis	mucormycosis	Zygomycosis	standard	48
3162	5061	DISEASE	mucosal bleeding	mucosal bleeding	mucosal hemorrhage	corrected_overlay	12
3163	9063	DISEASE	mucosulfatidosis	mucosulfatidosis	mucosulfatidosis	MONDO	63
3164	5062	DISEASE	multi-infarct dementia	multi-infarct dementia	Dementia, Multi-Infarct	standard	53
3165	5063	DISEASE	multibacillary leprosy	multibacillary leprosy	multibacillary leprosy	standard	30
3166	7790	DISEASE	multicentric carpo-tarsal osteolysis with or without nephropathy	multicentric carpo-tarsal osteolysis with or without nephropathy	multicentric carpo-tarsal osteolysis with or without nephropathy	MONDO	48
3167	5064	DISEASE	multicentric castleman disease	multicentric castleman disease	multicentric Castleman disease	standard	36
3168	5065	DISEASE	multicentric castleman's disease	multicentric castleman's disease	multicentric Castleman disease	standard	36
3169	7421	DISEASE	multidrug resistant tuberculosis	multidrug resistant tuberculosis	Tuberculosis, Multidrug-Resistant	modified_disease	39
3170	7422	DISEASE	multidrug-resistant tuberculosis	multidrug-resistant tuberculosis	Tuberculosis, Multidrug-Resistant	modified_disease	39
3171	5066	DISEASE	multifocal motor neuropathy	multifocal motor neuropathy	multifocal motor neuropathy	standard	26
3172	5067	DISEASE	multinodular goiter	multinodular goiter	multinodular goiter	standard	10
3173	5068	DISEASE	multiple actinic keratoses	multiple actinic keratoses	actinic keratosis	standard	34
3174	8986	DISEASE	multiple acyl-CoA dehydrogenase deficiency	multiple acyl-coa dehydrogenase deficiency	multiple acyl-CoA dehydrogenase deficiency	MONDO	63
3175	5069	DISEASE	multiple endocrine neoplasia	multiple endocrine neoplasia	Multiple Endocrine Neoplasia	standard	65
3176	5070	DISEASE	multiple gastric ulcers	multiple gastric ulcers	multiple gastric ulcers	corrected_overlay	16
3177	9197	DISEASE	multiple mitochondrial dysfunctions syndrome 1	multiple mitochondrial dysfunctions syndrome 1	multiple mitochondrial dysfunctions syndrome 1	MONDO	20
3178	5071	DISEASE	multiple myeloma	multiple myeloma	Multiple Myeloma	standard	41
3179	7830	DISEASE	multiple pterygium-malignant hyperthermia syndrome	multiple pterygium-malignant hyperthermia syndrome	multiple pterygium-malignant hyperthermia syndrome	MONDO	64
3180	5072	DISEASE	multiple sclerosis	multiple sclerosis	Multiple Sclerosis	standard	94
3181	7735	DISEASE	multiple sclerosis, susceptibility to 1	multiple sclerosis, susceptibility to 1	multiple sclerosis	MONDO	25
3182	5073	DISEASE	multiple system atrophy	multiple system atrophy	Multiple System Atrophy	standard	82
3183	7769	DISEASE	multiple system atrophy 1, susceptibility to	multiple system atrophy 1, susceptibility to	Multiple system atrophy, cerebellar type	Orphanet	26
3184	5074	DISEASE	mumps	mumps	Mumps	standard	42
3185	5075	DISEASE	murine typhus	murine typhus	Typhus, Endemic Flea-Borne	standard	30
3186	5076	DISEASE	muscle contractions	muscle contractions	Muscle Contraction	standard	29
3187	7423	DISEASE	muscle cramps, familial	muscle cramps, familial	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	modified_disease	25
3188	5077	DISEASE	muscle hematoma	muscle hematoma	hematoma	standard	43
3189	5078	DISEASE	muscle pain	muscle pain	Myalgia	standard	5
3190	5079	DISEASE	muscle spasm	muscle spasm	Spasm	standard	18
3191	5080	DISEASE	muscle spasms	muscle spasms	Spasm	standard	18
3192	5081	DISEASE	muscle spasticity	muscle spasticity	Muscle Spasticity	standard	66
3193	5082	DISEASE	muscle stiffness	muscle stiffness	Muscle Stiffness	standard	11
3194	5083	DISEASE	muscle strain	muscle strain	muscle cancer	standard	29
3195	5084	DISEASE	muscle weakness	muscle weakness	Muscle Weakness	standard	46
3196	5085	DISEASE	muscular dystrophy	muscular dystrophy	Muscular Dystrophies	standard	30
3197	5086	DISEASE	muscular headache	muscular headache	hypnic headache	standard	18
3198	5087	DISEASE	musculoskeletal pain	musculoskeletal pain	Musculoskeletal Pain	standard	8
3199	5088	DISEASE	musculoskeletal system disorder	musculoskeletal system disorder	musculoskeletal system disorder	standard	6
3200	5089	DISEASE	mushroom poisoning	mushroom poisoning	Mushroom Poisoning	standard	13
3201	7947	DISEASE	MVP1	mvp1	MVP1	MedGen	229
3202	5090	DISEASE	myalgia	myalgia	Myalgia	standard	5
3203	5091	DISEASE	myasthenia gravis	myasthenia gravis	Myasthenia Gravis	standard	75
3204	5092	DISEASE	mycetoma	mycetoma	Mycetoma	standard	38
3205	5093	DISEASE	mycobacterial infectious disease	mycobacterial infectious disease	mycobacterial infectious disease	standard	8
3206	5094	DISEASE	mycobacterium avium complex disease	mycobacterium avium complex disease	Mycobacterium avium complex disease	standard	8
3207	5095	DISEASE	mycobacterium infections, nontuberculous	mycobacterium infections, nontuberculous	Mycobacterium Infections, Nontuberculous	standard	47
3208	9224	DISEASE	Mycobacterium tuberculosis, susceptibility	mycobacterium tuberculosis, susceptibility	Mycobacterium tuberculosis, susceptibility	MONDO	14
3209	5096	DISEASE	mycoplasma pneumoniae	mycoplasma pneumoniae	Mycoplasma pneumoniae	standard	31
3210	5097	DISEASE	mycoplasma pneumoniae infection	mycoplasma pneumoniae infection	Pneumonia, Mycoplasma	standard	41
3211	5098	DISEASE	mycoplasma pneumoniae pneumonia	mycoplasma pneumoniae pneumonia	Mycoplasma pneumoniae pneumonia	standard	41
3212	5099	DISEASE	mycoplasma strains	mycoplasma strains	Mycoplasma species/strains	corrected_overlay	25
3213	5100	DISEASE	mycoses	mycoses	Mycoses	standard	4
3214	5101	DISEASE	mycosis fungoides	mycosis fungoides	mycosis fungoides	standard	34
3215	6420	DISEASE	mycosis fungoides (mf)	mycosis fungoides (mf)	mycosis fungoides	alias_disease	34
3216	5102	DISEASE	mycotoxicosis	mycotoxicosis	Mycotoxicosis	standard	11
3217	5103	DISEASE	mydriasis	mydriasis	Mydriasis	standard	43
3218	5104	DISEASE	myelodysplasia	myelodysplasia	myelodysplastic syndrome	standard	71
3219	5105	DISEASE	myelodysplastic syndrome with excess blasts	myelodysplastic syndrome with excess blasts	myelodysplastic syndrome with excess blasts	standard	36
3220	5106	DISEASE	myelodysplastic syndrome with excess blasts-2	myelodysplastic syndrome with excess blasts-2	myelodysplastic syndrome with excess blasts-2	standard	38
3221	5107	DISEASE	myelodysplastic syndrome with ring sideroblasts	myelodysplastic syndrome with ring sideroblasts	myelodysplastic syndrome with ring sideroblasts	standard	64
3222	5108	DISEASE	myelodysplastic syndrome with single lineage dysplasia	myelodysplastic syndrome with single lineage dysplasia	myelodysplastic syndrome with single lineage dysplasia	standard	44
3223	6421	DISEASE	myelodysplastic syndromes (mds)	myelodysplastic syndromes (mds)	myelodysplastic syndrome	alias_disease	71
3224	7424	DISEASE	myelodysplastic/myeloproliferative diseases associated with pdgfr	myelodysplastic/myeloproliferative diseases associated with pdgfr	myelodysplastic/myeloproliferative neoplasm	modified_disease	28
3225	7425	DISEASE	myelodysplastic/myeloproliferative neoplasm	myelodysplastic/myeloproliferative neoplasm	myelodysplastic/myeloproliferative neoplasm	modified_disease	44
3226	5109	DISEASE	myelofibrosis	myelofibrosis	myelofibrosis	standard	59
3227	7426	DISEASE	myelofibrosis due to another disorder	myelofibrosis due to another disorder	Myelofibrosis due to another disorder	modified_disease	27
3228	5110	DISEASE	myeloid leukemia	myeloid leukemia	myeloid leukemia	standard	46
3229	7427	DISEASE	myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of pdgfra, pdgfrb, fgfr1 or jak2	myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of pdgfra, pdgfrb, fgfr1 or jak2	myeloid neoplasm associated with FGFR1 rearrangement	modified_disease	34
3230	7741	DISEASE	myeloproliferative disorder, chronic, with eosinophilia	myeloproliferative disorder, chronic, with eosinophilia	Myeloproliferative disorder	HPO	20
3231	5111	DISEASE	myeloproliferative disorders	myeloproliferative disorders	Myeloproliferative Disorders	standard	37
3232	5112	DISEASE	myelosuppression	myelosuppression	Myelosuppression	standard	16
3233	8866	DISEASE	Myhre syndrome	myhre syndrome	Myhre syndrome	MONDO	47
3234	5113	DISEASE	myocardial contusions	myocardial contusions	Myocardial Contusions	standard	10
3235	5114	DISEASE	myocardial disorder	myocardial disorder	myocardial disorder	standard	18
3236	5115	DISEASE	myocardial infarction	myocardial infarction	Myocardial Infarction	standard	17
3237	8633	DISEASE	myocardial infarction, susceptibility to	myocardial infarction, susceptibility to	myocardial infarction, susceptibility to	MONDO	15
3238	8634	DISEASE	myocardial infarction, susceptibility to, 2	myocardial infarction, susceptibility to, 2	Myocardial infarction, susceptibility to, 2	MedGen	13
3239	5116	DISEASE	myocardial ischemia	myocardial ischemia	Myocardial Ischemia	standard	74
3240	8640	DISEASE	myoclonic epilepsy, juvenile, susceptibility to, 3	myoclonic epilepsy, juvenile, susceptibility to, 3	myoclonic epilepsy, juvenile, susceptibility to, 3	MONDO	17
3241	5117	DISEASE	myoclonic seizure	myoclonic seizure	Seizures	standard	39
3242	5118	DISEASE	myoclonus	myoclonus	Myoclonus	standard	55
3243	9249	DISEASE	myofibrillar myopathy 4	myofibrillar myopathy 4	myofibrillar myopathy 4	MONDO	72
3244	9251	DISEASE	myofibrillar myopathy 5	myofibrillar myopathy 5	myofibrillar myopathy 5	MONDO	82
3245	9023	DISEASE	myopathy with abnormal lipid metabolism	myopathy with abnormal lipid metabolism	myopathy with abnormal lipid metabolism	MONDO	16
3246	9024	DISEASE	myopathy, centronuclear, 2	myopathy, centronuclear, 2	myopathy, centronuclear, 2	MONDO	17
3247	7784	DISEASE	myopathy, distal, infantile-onset	myopathy, distal, infantile-onset	myopathy	MONDO	13
3248	5119	DISEASE	myopathy, distal, with rimmed vacuoles	myopathy, distal, with rimmed vacuoles	myopathy, myofibrillar, 13, with rimmed vacuoles	standard	48
3249	9141	DISEASE	myopathy, lactic acidosis, and sideroblastic anemia 1	myopathy, lactic acidosis, and sideroblastic anemia 1	myopathy, lactic acidosis, and sideroblastic anemia 1	MONDO	21
3250	9372	DISEASE	myopathy, lactic acidosis, and sideroblastic anemia 2	myopathy, lactic acidosis, and sideroblastic anemia 2	myopathy, lactic acidosis, and sideroblastic anemia 2	MONDO	20
3251	9195	DISEASE	myopathy, proximal, and ophthalmoplegia	myopathy, proximal, and ophthalmoplegia	myopathy, proximal, and ophthalmoplegia	MONDO	44
3252	5120	DISEASE	myopia	myopia	Myopia	standard	55
3253	8632	DISEASE	myopia 17, autosomal dominant	myopia 17, autosomal dominant	Myopia 17, autosomal dominant	MedGen	62
3254	9239	DISEASE	myopia 6	myopia 6	myopia 6	MONDO	16
3255	5121	DISEASE	myopic choroidal neovascularization	myopic choroidal neovascularization	choroidal neovascularization	standard	42
3256	9025	DISEASE	myosclerosis	myosclerosis	myosclerosis	MONDO	90
3257	5122	DISEASE	myositis	myositis	myositis	NCI Thesaurus	14
3258	5123	DISEASE	myotonia congenita	myotonia congenita	Myotonia Congenita	standard	74
3259	8892	DISEASE	myotonia congenita, autosomal dominant	myotonia congenita, autosomal dominant	myotonia congenita, autosomal dominant	MONDO	15
3260	8538	DISEASE	myotonia congenita, autosomal recessive	myotonia congenita, autosomal recessive	Congenital myotonia, autosomal recessive form	MedGen	128
3261	8469	DISEASE	myotonic dystrophy type 1	myotonic dystrophy type 1	Steinert myotonic dystrophy syndrome	MedGen	117
3262	8580	DISEASE	myotonic dystrophy type 2	myotonic dystrophy type 2	myotonic dystrophy type 2	MONDO	64
3263	5124	DISEASE	myotonic muscular dystrophy	myotonic muscular dystrophy	Myotonic Dystrophy	standard	52
3264	5125	DISEASE	myxedema	myxedema	Myxedema	standard	53
3265	5126	DISEASE	myxedema coma	myxedema coma	myxedema coma	standard	54
3266	9369	DISEASE	myxoid liposarcoma	myxoid liposarcoma	myxoid liposarcoma	MONDO	41
3267	5127	DISEASE	ménière's disease	ménière's disease	Meniere Disease	standard	30
3268	5128	DISEASE	naeglerias	naeglerias	Naegleria	standard	36
3269	5129	DISEASE	nail disorder	nail disorder	nail disorder	standard	5
3270	8893	DISEASE	nail-patella syndrome	nail-patella syndrome	nail-patella syndrome	MONDO	30
3271	5130	DISEASE	narcolepsy	narcolepsy	Narcolepsy	standard	58
3272	7979	DISEASE	narcolepsy 1	narcolepsy 1	Narcolepsy 1	MedGen	205
3273	8028	DISEASE	narcolepsy 2, susceptibility to	narcolepsy 2, susceptibility to	narcolepsy 2, susceptibility to	MONDO	15
3274	9432	DISEASE	narcolepsy 7	narcolepsy 7	narcolepsy 7	MONDO	16
3275	5131	DISEASE	narcolepsy without cataplexy	narcolepsy without cataplexy	narcolepsy without cataplexy	standard	18
3276	5132	DISEASE	narcolepsy-cataplexy syndrome	narcolepsy-cataplexy syndrome	Narcolepsy	standard	58
3277	9134	DISEASE	NARP syndrome	narp syndrome	NARP syndrome	MONDO	20
3278	5133	DISEASE	nasal congestion	nasal congestion	nasal congestion	standard	26
3279	5134	DISEASE	nasal disorder	nasal disorder	Nose Diseases	standard	7
3280	5135	DISEASE	nasal mucosa atrophy	nasal mucosa atrophy	nasal mucosal atrophy / atrophic rhinitis	corrected_overlay	22
3281	5136	DISEASE	nasal polyp	nasal polyp	Nasal Polyps	standard	29
3282	5137	DISEASE	nasal polyps	nasal polyps	Nasal Polyps	standard	29
3283	5138	DISEASE	nasolabial fold wrinkles	nasolabial fold wrinkles	Wrinkles	standard	14
3284	5139	DISEASE	nasopharyngeal carcinoma	nasopharyngeal carcinoma	Nasopharyngeal Carcinoma	standard	61
3285	8612	DISEASE	nasopharyngeal carcinoma, susceptibility to, 1	nasopharyngeal carcinoma, susceptibility to, 1	nasopharyngeal carcinoma, susceptibility to, 1	MONDO	17
3286	8470	DISEASE	nasopharyngeal carcinoma, susceptibility to, 2	nasopharyngeal carcinoma, susceptibility to, 2	Nasopharyngeal carcinoma, susceptibility to, 2	MedGen	47
3287	5140	DISEASE	nasopharyngeal squamous cell carcinoma	nasopharyngeal squamous cell carcinoma	nasopharyngeal squamous cell carcinoma	standard	9
3288	5141	DISEASE	nausea	nausea	nausea	standard	22
3289	5142	DISEASE	nausea and vomiting	nausea and vomiting	Nausea and Vomiting	standard	26
3290	7428	DISEASE	nausea and vomiting associated with emetogenic chemotherapy	nausea and vomiting associated with emetogenic chemotherapy	Chemotherapy-Related Nausea and/or Vomiting	NCI Thesaurus	36
3291	7429	DISEASE	nausea and vomiting associated with moderately emetogenic cancer chemotherapy	nausea and vomiting associated with moderately emetogenic cancer chemotherapy	Chemotherapy-Related Nausea and/or Vomiting	NCI Thesaurus	28
3292	7430	DISEASE	nausea and vomiting associated with surgical and diagnostic procedures	nausea and vomiting associated with surgical and diagnostic procedures	Nausea and Vomiting	NCI Thesaurus	36
